"","alpha.bar","sc.gamma","sc","sc.CL","Year","landuse","Agency","Gen_ID_Prop","Ecoregion_NARS"
"64",26.2916666666667,70.8307038346995,0.749999535595089,5.70777147559839,27,"Forest_Wetland","EPA",0.866856711662614,"CPL"
"65",15.3333333333333,57.3333333333333,0.75,34.1998815982723,27,"Urban","EPA",0.816040738383195,"CPL"
"66",22.6666666666667,43.4257412594788,0.750000619806512,8.04723873388895,1,"Forest_Wetland","USGS",0.703881700554529,"NAP"
"67",15.6666666666667,34.4583333333333,0.75,18.7484530820032,1,"Urban","USGS",0.744951383694839,"NAP"
"68",22.7083333333333,44.6387205019415,0.749999446092406,3.70109762242965,2,"Forest_Wetland","USGS",0.680368596982564,"NAP"
"69",16.8333333333333,38.4151575517907,0.750000896505709,5.4842687938615,2,"Urban","USGS",0.678061607813674,"NAP"
"70",28,42,0.75,3.81086266745385,3,"Forest_Wetland","USGS",0.674452554744526,"NAP"
"71",16.5,28.3561425221253,0.729083554287885,6.57886221390818,3,"Urban","USGS",0.577836411609499,"NAP"
"72",21.5555555555556,52.7612178299248,0.75000001458187,5.83415864683376,4,"Forest_Wetland","USGS",0.618339768339768,"NAP"
"73",17,30.0687183977218,0.728308058076305,7.49356872226203,4,"Urban","USGS",0.686868686868687,"NAP"
"74",25.6666666666667,27.7587096471647,0.649350649350649,9.71150259481547,5,"Forest_Wetland","USGS",0.664058679706601,"NAP"
"75",25.8571428571429,43.2827650706479,0.750000400393526,5.4681472968912,6,"Forest_Wetland","USGS",0.700417246175243,"NAP"
"76",22.6666666666667,24.3208401861302,0.691176470588235,3.27595522309888,7,"Forest_Wetland","USGS",0.681198910081744,"NAP"
"77",11.5,33.8046875,0.75,17.0734242003743,7,"Urban","USGS",0.614185502727981,"NAP"
"78",23.5,36.7805482434044,0.749998360880987,2.78811317673826,8,"Forest_Wetland","USGS",0.680673670168418,"NAP"
"79",14.6923076923077,25.1738824203961,0.750000277457967,5.90566910091189,8,"Urban","USGS",0.689939288811795,"NAP"
"80",24.6666666666667,35.723894690132,0.750000311044339,2.96854633181707,9,"Forest_Wetland","USGS",0.628880526810913,"NAP"
"81",25.25,38.7400450281719,0.782178217821782,9.87894648467778,9,"Urban","USGS",0.66976411722659,"NAP"
"82",25.5,76.3977272727273,0.75,29.5180127597096,10,"Forest_Wetland","USGS",0.729411764705882,"NAP"
"83",16,23.200115656466,0.775000985708517,4.72390780565585,10,"Urban","USGS",0.69972602739726,"NAP"
"84",21.5,37.6546982181482,0.733136363360376,6.54780982089836,11,"Forest_Wetland","USGS",0.656441717791411,"NAP"
"85",17,34.4403288400683,0.71764705882353,9.37905602241278,11,"Urban","USGS",0.72403901319564,"NAP"
"86",27.125,76.6780356982363,0.74999983456126,17.8520454024388,12,"Agriculture","EPA",0.7945301542777,"NAP"
"87",32.025,76.8014499518628,0.750000263385028,3.56831297154756,12,"Forest_Wetland","EPA",0.785821224130339,"NAP"
"88",26,41.2827992638855,0.75,7.11413720190762,12,"Forest_Wetland","USGS",0.714677640603567,"NAP"
"89",29.5,73.2264490482185,0.751412429378531,11.0869124999367,12,"Urban","EPA",0.791736647631844,"NAP"
"90",16.6,42.75,0.75,26.7388686382053,12,"Urban","USGS",0.761290322580645,"NAP"
"91",30,60.0496545104664,0.73394022179459,15.340636791952,13,"Forest_Wetland","USGS",0.707042253521127,"NAP"
"92",20.6666666666667,21.9316228874329,0.774193548387097,2.5009878424787,13,"Urban","USGS",0.824701195219124,"NAP"
"93",25,41.8689752245013,0.736893963951223,3.94112029253162,14,"Forest_Wetland","USGS",0.568313953488372,"NAP"
"94",18.6666666666667,19.9802750497701,0.714285714285714,3.96422612531546,14,"Urban","USGS",0.840862422997947,"NAP"
"95",19,68.625,0.75,18.5714370770587,16,"Agriculture","EPA",0.636517328825021,"NAP"
"96",31.9375,79.6177377851505,0.750000310646082,4.6447240479478,16,"Forest_Wetland","EPA",0.788113570741097,"NAP"
"97",24.5,36.7910536167512,0.76530612244898,7.7718019544662,16,"Urban","EPA",0.800093632958802,"NAP"
"98",19,29.5154133421952,0.735841329860821,3.23294043821404,16,"Urban","USGS",0.865384615384615,"NAP"
"99",22.5,62.6966960190386,0.740740740740741,10.2535260531924,17,"Agriculture","EPA",0.680416755262598,"NAP"
"100",30.4146341463415,82.5416108099139,0.750000726979137,4.44727660660038,17,"Forest_Wetland","EPA",0.836802480070859,"NAP"
"101",36.5,36.5,0.575342465753425,4.18008969232037,17,"Urban","EPA",0.85405837664934,"NAP"
"102",19.5,34.7326014315527,0.73073191703464,5.5223378972189,18,"Urban","USGS",0.922974767596281,"NAP"
"103",26.5,26.5,0.528301886792453,4.28881382156275,19,"Forest_Wetland","USGS",0.866120218579235,"NAP"
"104",27.5,27.5,0.545454545454545,3.80056274141131,20,"Forest_Wetland","USGS",0.83402489626556,"NAP"
"105",17,41.0730777911996,0.710606882200684,13.8864626165211,20,"Urban","USGS",0.884665792922674,"NAP"
"106",21.2727272727273,34.9094407181517,0.749999925920151,4.28389449218324,21,"Agriculture","EPA",0.845640219952867,"NAP"
"107",29.8939393939394,75.1000929393225,0.75000060314418,3.56068027868054,21,"Forest_Wetland","EPA",0.839663387856327,"NAP"
"108",22.3333333333333,63.9583333333333,0.75,34.5482653887575,21,"Urban","EPA",0.92483056069008,"NAP"
"109",31.9268292682927,78.0812411066166,0.749999542342667,3.41924676982086,22,"Forest_Wetland","EPA",0.882298749725817,"NAP"
"110",24.421875,41.6681565632901,0.749998760720721,2.08777287985803,22,"Forest_Wetland","USGS",0.803304078471864,"NAP"
"111",15.3333333333333,NA,NA,NA,22,"Urban","EPA",0.726461401160196,"NAP"
"112",22,22,0.545454545454545,3.33470228277152,22,"Urban","USGS",0.805745554035568,"NAP"
"113",24,37.2724597728197,0.749997777792583,3.55780469451595,24,"Forest_Wetland","USGS",0.823122840087967,"NAP"
"114",15.5,28.9612373548408,0.723277519787907,8.05750685754946,24,"Urban","USGS",0.858015267175573,"NAP"
"115",23.5,23.5,0.680851063829787,3.13669227182144,25,"Forest_Wetland","USGS",0.852981969486824,"NAP"
"116",23.5714285714286,62.4320258102728,0.749999582720606,12.2808678678523,26,"Agriculture","EPA",0.891765353896998,"NAP"
"117",31.7037037037037,81.9822473345673,0.750000483611123,3.37531114038804,26,"Forest_Wetland","EPA",0.860732566642292,"NAP"
"118",28.5,28.5,0.596491228070176,3.5898354261229,26,"Forest_Wetland","USGS",0.876712328767123,"NAP"
"119",25.25,57.1098665652633,0.750000277679876,8.25492913127849,26,"Urban","EPA",0.765619291194739,"NAP"
"120",21.3333333333333,22.9875068527969,0.703125,5.96654129674822,27,"Agriculture","EPA",0.899810964083176,"NAP"
"121",30.5849056603774,84.2590300646147,0.749999618115866,2.82089587284122,27,"Forest_Wetland","EPA",0.868129185267857,"NAP"
"122",10.5,39.515625,0.75,34.2912919277914,7,"Other","USGS",0.497401633259094,"NPL"
"123",7,NA,NA,NA,8,"Agriculture","EPA",0.553003533568905,"NPL"
"124",25,25,0.64,3.3762898361386,8,"Agriculture","USGS",0.647743813682678,"NPL"
"125",17.5555555555556,40.4032608833628,0.749998917221538,4.74973619957419,8,"Other","EPA",0.6094336084021,"NPL"
"126",18.5714285714286,36.7696460730596,0.750000237548649,7.00723762583227,8,"Other","USGS",0.670477471418964,"NPL"
"127",15.5,34.2615241808038,0.713039004803409,13.6252098580858,8,"Urban","USGS",0.680763983628922,"NPL"
"128",9,31.0833333333333,0.75,28.8216204677828,9,"Agriculture","EPA",0.843113032736257,"NPL"
"129",21.0454545454545,42.9500282737444,0.749999626780469,4.5547662798657,9,"Other","EPA",0.742655014565127,"NPL"
"130",18.5,33.8843538466618,0.662162162162162,11.6907771090348,10,"Agriculture","EPA",0.58705469141997,"NPL"
"131",19.0416666666667,52.8861575282941,0.750000458881837,6.67493174784696,10,"Other","EPA",0.769326103795507,"NPL"
"132",17.9655172413793,57.8523127567552,0.749999772637482,6.82423395002141,11,"Other","EPA",0.684734090039536,"NPL"
"133",19.6,46.3249566736734,0.775510204081633,8.85153292222019,11,"Other","USGS",0.715380082498527,"NPL"
"134",15.5,25.0816620180687,0.7307872388199,4.1210163622356,12,"Other","USGS",0.685240963855422,"NPL"
"135",19.75,74.65625,0.75,32.2642496292741,16,"Agriculture","EPA",0.844165170556553,"NPL"
"136",20.1590909090909,65.6194287258301,0.750000563684974,5.03058557226876,16,"Other","EPA",0.847653106839517,"NPL"
"137",23.5,76,0.75,16.6980553276096,17,"Agriculture","EPA",0.848366013071895,"NPL"
"138",20.0943396226415,65.8844491410107,0.750000397279644,5.41772766005345,17,"Other","EPA",0.896004019168341,"NPL"
"139",13.1428571428571,35.7617041844811,0.742751590808469,6.9686236790542,17,"Other","USGS",0.839959225280326,"NPL"
"140",18.3125,25.2879071992224,0.750000127004049,2.47156972322784,19,"Other","USGS",0.589798370944051,"NPL"
"141",16.75,41.6824739107632,0.750000833094085,7.49609422289144,21,"Agriculture","EPA",0.761506276150628,"NPL"
"142",21.65,72.8889295098187,0.750000527363939,4.05244752042266,21,"Other","EPA",0.851572327044025,"NPL"
"143",18.1,55.3263849059711,0.750000153484097,11.5010915724926,22,"Agriculture","EPA",0.926335877862595,"NPL"
"144",13.5,31.9949793971103,0.7022217700326,11.2108562833111,22,"Forest_Wetland","EPA",0.94392523364486,"NPL"
"145",20.7741935483871,63.7302122487925,0.750000041809499,4.44591689286929,22,"Other","EPA",0.896116714475186,"NPL"
"146",19.5714285714286,47.1218529093436,0.750000348557763,10.0786318959364,26,"Agriculture","EPA",0.799522102747909,"NPL"
"147",19.9666666666667,49.9567444563255,0.749999583029772,4.79705182414899,26,"Other","EPA",0.903830879208163,"NPL"
"148",23.5,53.8666451610244,0.746099190719963,8.2379432894539,27,"Agriculture","EPA",0.858225108225108,"NPL"
"149",29.5,NA,NA,NA,27,"Forest_Wetland","EPA",0.922794117647059,"NPL"
"150",20.390243902439,67.0942784474044,0.749999698353833,5.44351047371117,27,"Other","EPA",0.882908887750826,"NPL"
"151",17,NA,NA,NA,1,"Agriculture","USGS",0.68521897810219,"SAP"
"152",20.7647058823529,48.0359443367557,0.750000708740883,6.22493011887782,1,"Forest_Wetland","USGS",0.639459665144597,"SAP"
"153",17,36.8665925273299,0.747058409590941,10.2212409037175,1,"Urban","USGS",0.645525017618041,"SAP"
"154",17.3125,32.713277429386,0.750000296865192,3.28313768556946,2,"Agriculture","USGS",0.646125395215653,"SAP"
"155",18.5,40.1339396556142,0.75000013832129,3.65101479245307,2,"Forest_Wetland","USGS",0.695196050507927,"SAP"
"156",15,32.3206166676897,0.749999703086854,4.13912118155059,2,"Urban","USGS",0.743680395969595,"SAP"
"157",19.5833333333333,33.4691618140524,0.750001239426119,4.65128915877009,3,"Agriculture","USGS",0.708012596221134,"SAP"
"158",22.027027027027,45.4616285586277,0.750000026985099,3.23028107650135,3,"Forest_Wetland","USGS",0.653164836377683,"SAP"
"159",15.625,39.50146104962,0.749999823116182,7.76179367963987,3,"Urban","USGS",0.784289659404725,"SAP"
"160",21,41.6198369235991,0.750001563716777,5.51260033838937,4,"Agriculture","USGS",0.612251056125528,"SAP"
"161",23.1176470588235,46.603132819145,0.750000130939408,4.86761710123863,4,"Forest_Wetland","USGS",0.62628494572005,"SAP"
"162",16.375,29.3728031844201,0.750000345569242,3.59910867616965,4,"Urban","USGS",0.623832648487112,"SAP"
"163",21.6,41.8174174595001,0.814814814814815,7.97990622497041,5,"Agriculture","USGS",0.543783783783784,"SAP"
"164",19.8333333333333,43.6452531573445,0.750001344667879,5.38441840808869,5,"Forest_Wetland","USGS",0.597277270377391,"SAP"
"165",17.5,32.2002959253939,0.756192167192727,6.06821040556901,5,"Urban","USGS",0.529636224879166,"SAP"
"166",21,37.7233418211213,0.761904761904762,10.689531674058,6,"Agriculture","USGS",0.668912848158131,"SAP"
"167",22.0188679245283,42.5342760386167,0.750000623099877,2.80656362085338,6,"Forest_Wetland","USGS",0.671131186174391,"SAP"
"168",17,30.2702842778599,0.741176470588235,13.872647671886,6,"Urban","USGS",0.62778603268945,"SAP"
"169",19.8888888888889,39.5259655022967,0.750000281888974,4.44419684795049,7,"Agriculture","USGS",0.630227336514173,"SAP"
"170",20.0625,52.2501335009089,0.750000424648678,6.91838041262655,7,"Forest_Wetland","USGS",0.6315877251501,"SAP"
"171",18.2,39.414090706082,0.725274725274725,10.7863114867017,7,"Urban","USGS",0.70158550396376,"SAP"
"172",24.625,52.6471559211085,0.749999654902997,7.13296630270749,8,"Agriculture","USGS",0.632727272727273,"SAP"
"173",22.0789473684211,36.6496316107503,0.750001093576706,3.44377170512155,8,"Forest_Wetland","USGS",0.70779671473741,"SAP"
"174",17.8,27.5838689427815,0.749999389508165,2.85232888529399,8,"Urban","USGS",0.687999124822229,"SAP"
"175",19.5,53.5078125,0.75,14.3258442636509,9,"Agriculture","USGS",0.510090817356206,"SAP"
"176",24.5333333333333,51.6684175634186,0.750000013825201,4.41684207915576,9,"Forest_Wetland","USGS",0.607149911119889,"SAP"
"177",20,21.6055213571264,0.7,7.59101322865843,9,"Urban","USGS",0.657110736368747,"SAP"
"178",19,49.0833333333333,0.75,24.1809213530847,10,"Agriculture","USGS",0.746571258199165,"SAP"
"179",27.4285714285714,66.4287176767016,0.750000720535551,8.78500116551311,10,"Forest_Wetland","USGS",0.712059620596206,"SAP"
"180",17.6666666666667,30.8576014250338,0.750001242853103,5.27587995548059,10,"Urban","USGS",0.737360890302067,"SAP"
"181",21,32.222215936637,0.761904761904762,6.35968652578538,11,"Agriculture","USGS",0.64014598540146,"SAP"
"182",21.5777777777778,47.8816909212074,0.74999954072508,3.36083875423734,11,"Forest_Wetland","USGS",0.698245016186744,"SAP"
"183",16.7727272727273,30.1160000021134,0.750001461830532,3.99930164907512,11,"Urban","USGS",0.64874251497006,"SAP"
"184",26.5416666666667,71.7275098404971,0.750000509458251,6.56848544096253,12,"Agriculture","EPA",0.814694201747419,"SAP"
"185",18.75,52.459375,0.75,19.792019391372,12,"Agriculture","USGS",0.776504297994269,"SAP"
"186",29.8486842105263,82.8695049317131,0.750000255202283,2.52911417616183,12,"Forest_Wetland","EPA",0.834787099736027,"SAP"
"187",21.3333333333333,50.2328285439234,0.75,10.5470614718172,12,"Forest_Wetland","USGS",0.838616714697406,"SAP"
"188",24.6,50.4371436923997,0.747967479674797,11.3899163749824,12,"Urban","EPA",0.793118659020732,"SAP"
"189",15.8,22.7199906618015,0.749999929639854,5.50311974528477,12,"Urban","USGS",0.796672828096118,"SAP"
"190",21.5,34.0577760859876,0.736782608674692,3.88799851402046,13,"Agriculture","USGS",0.750330250990753,"SAP"
"191",19,37.7774806302028,0.715789473684211,15.6360320398487,13,"Forest_Wetland","USGS",0.85208452312964,"SAP"
"192",17.25,24.3332352276358,0.743960415927412,5.67695910437098,13,"Urban","USGS",0.75261780104712,"SAP"
"193",19.6363636363636,35.6786252055019,0.749998945773296,3.89311978524843,14,"Agriculture","USGS",0.780371605526441,"SAP"
"194",22.1304347826087,37.0594765439192,0.750000649039697,4.25621321894381,14,"Forest_Wetland","USGS",0.851186815889804,"SAP"
"195",18.3333333333333,43.8333333333333,0.75,23.4469546487174,14,"Urban","USGS",0.697807435653003,"SAP"
"196",27.5,42.9709234256574,0.772727272727273,7.28266795497876,15,"Agriculture","USGS",0.763521288837745,"SAP"
"197",32.25,56.3433147290658,0.749999189870474,6.00807568214422,15,"Forest_Wetland","USGS",0.815419929786659,"SAP"
"198",16.2,NA,NA,NA,15,"Urban","USGS",0.774284110050533,"SAP"
"199",29.2727272727273,75.338087527313,0.750000828632475,10.9925741034013,16,"Agriculture","EPA",0.739171081333749,"SAP"
"200",25.5,39.377271600376,0.774509803921569,6.77057290653396,16,"Agriculture","USGS",0.798959318826869,"SAP"
"201",27.8214285714286,87.5564261194828,0.749999659487467,6.87761256415493,16,"Forest_Wetland","EPA",0.783632357570035,"SAP"
"202",25.5,42.758133155113,0.676470588235294,16.3041793013083,16,"Forest_Wetland","USGS",0.80056048575432,"SAP"
"203",23,34.3617137468324,0.760869565217391,8.10013516164977,16,"Urban","EPA",0.777556109725686,"SAP"
"204",20.5,31.4681525550062,0.75609756097561,5.35106885854032,16,"Urban","USGS",0.772446383133406,"SAP"
"205",24,73.0519036184444,0.749999526930395,9.98732800430167,17,"Agriculture","EPA",0.814112092331905,"SAP"
"206",19.6666666666667,43.6547619047619,0.75,32.3140483265447,17,"Agriculture","USGS",0.807877041306436,"SAP"
"207",27.6547619047619,74.5340628480322,0.75000058610988,3.42085659302305,17,"Forest_Wetland","EPA",0.797521857448903,"SAP"
"208",21.5,49.8295454545455,0.75,14.0981240635907,17,"Forest_Wetland","USGS",0.822755417956656,"SAP"
"209",24.5,57.2144398669209,0.749999456354399,11.6886128557479,17,"Urban","EPA",0.790292910711759,"SAP"
"210",18,37.1666666666667,0.75,21.7287630904375,17,"Urban","USGS",0.845997973657548,"SAP"
"211",19.5,39.384827764413,0.725032989745932,10.6233707224054,18,"Agriculture","USGS",0.715877437325905,"SAP"
"212",21.75,78.5078125,0.75,41.6006849181218,18,"Forest_Wetland","USGS",0.8316961362148,"SAP"
"213",13.6666666666667,14.6397099134099,0.658536585365854,8.99846994612017,18,"Urban","USGS",0.837510803802939,"SAP"
"214",21.5,62.4375,0.75,24.1076163676023,19,"Agriculture","USGS",0.791903409090909,"SAP"
"215",25,44.5953724061168,0.749999800583987,5.81619076929545,19,"Forest_Wetland","USGS",0.788951230038843,"SAP"
"216",20.5,31.0058347554184,0.737794997154513,3.76173895180627,19,"Urban","USGS",0.911573472041612,"SAP"
"217",26,43.0199074365663,0.692307692307692,12.536425627042,20,"Forest_Wetland","USGS",0.734550561797753,"SAP"
"218",18.6666666666667,33.3333333333333,0.75,17.5588146028488,20,"Urban","USGS",0.788314176245211,"SAP"
"219",27.7777777777778,66.3448243088472,0.750000431058419,7.91408675514468,21,"Agriculture","EPA",0.86920376870497,"SAP"
"220",28.4883720930233,78.5611433774351,0.749999634114738,4.96268261788484,21,"Forest_Wetland","EPA",0.848533109807209,"SAP"
"221",22.8333333333333,80.4635416666667,0.75,17.8579651934478,21,"Forest_Wetland","USGS",0.862827715355805,"SAP"
"222",24.4285714285714,43.4585549987805,0.750000411441949,7.98132078143493,21,"Urban","EPA",0.866913123844732,"SAP"
"223",14,23.7243665387917,0.726256118534438,5.31436311754594,21,"Urban","USGS",0.885630498533724,"SAP"
"224",28.5,67.3215303022096,0.75000092898594,6.0264224713527,22,"Agriculture","EPA",0.816584046867958,"SAP"
"225",24.6666666666667,83.6666666666667,0.75,42.7102387612984,22,"Agriculture","USGS",0.812623274161736,"SAP"
"226",30.6666666666667,74.5718243595922,0.749999205890002,3.75704642831242,22,"Forest_Wetland","EPA",0.881799694966955,"SAP"
"227",22.8690476190476,54.1963127341573,0.749999016970663,2.19995705674664,22,"Forest_Wetland","USGS",0.799627097576134,"SAP"
"228",23,44.2289728022209,0.750000438278906,7.61346010998807,22,"Urban","EPA",0.844851576994434,"SAP"
"229",15.8333333333333,28.1896295248722,0.749999864487551,3.15079456680559,22,"Urban","USGS",0.822903516681695,"SAP"
"230",23.6,47.467711978672,0.754237288135593,9.08154014683305,23,"Forest_Wetland","USGS",0.815409309791332,"SAP"
"231",8.5,NA,NA,NA,23,"Urban","USGS",0.6991643454039,"SAP"
"232",24,75.2666666666667,0.75,29.8168773711316,24,"Forest_Wetland","USGS",0.789896670493685,"SAP"
"233",15.5,15.5,0.580645161290323,2.98138647752576,24,"Urban","USGS",0.801388888888889,"SAP"
"234",24,52.3694159784575,0.791666666666667,10.7332119661625,25,"Forest_Wetland","USGS",0.793414763674987,"SAP"
"235",18.5,18.5,0.594594594594595,3.64751738093213,25,"Urban","USGS",0.854651162790698,"SAP"
"236",28.4,71.7286316647524,0.750000318708401,7.98437573654215,26,"Agriculture","EPA",0.88768115942029,"SAP"
"237",27.1896551724138,77.3509141496725,0.749999719753314,4.12288416620559,26,"Forest_Wetland","EPA",0.842418761304809,"SAP"
"238",23.4,69.3807692307692,0.75,17.7852020046196,26,"Forest_Wetland","USGS",0.772137619853356,"SAP"
"239",22,47.1567510108406,0.749999516438071,7.63519920967055,26,"Urban","EPA",0.925379705040722,"SAP"
