"","tot_abun","YearCont","Year","Ecoregion_NARS","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse"
"77",153.5749,12.7671232876712,12,"SAP",1,1.022,"EPA",0.722419928825623,"NRS_AL-10026","Other"
"78",252.371,17.4876712328767,17,"SAP",1,1.022,"EPA",0.665929203539823,"NRS_AL-10026","Other"
"79",651.1431,12.813698630137,12,"SAP",0.667,1.022,"EPA",0.869070208728653,"NRS_AL-10029","Forest_Wetland"
"80",1626.4082,17.4547945205479,17,"SAP",0.458295142071494,1.022,"EPA",0.859301227573182,"NRS_AL-10029","Forest_Wetland"
"81",419.3194,17.5205479452055,17,"SAP",0.958772770853308,1.022,"EPA",0.857913669064748,"NRS_AL-10029","Forest_Wetland"
"82",946.0968,17.5397260273973,17,"SAP",0.416666666666667,1.022,"EPA",0.763940520446097,"NRS_AL-10032","Forest_Wetland"
"83",956.7569,21.4794520547945,21,"SAP",0.333300003333,1.022,"EPA",0.784584980237154,"NRS_AL-10032","Forest_Wetland"
"84",762.9822,21.5671232876712,21,"SAP",0.5,1.022,"EPA",0.862385321100917,"NRS_AL-10032","Forest_Wetland"
"85",1050.4913,27.6767123287671,27,"CPL",0.996115150911445,0.372,"EPA",0.931034482758621,"NRS_AL-10034","Forest_Wetland"
"86",198.5708,17.4904109589041,17,"SAP",1,1.022,"EPA",0.788530465949821,"NRS_AL-10037","Other"
"87",114.4473,21.4684931506849,21,"SAP",1,1.022,"EPA",0.865771812080537,"NRS_AL-10037","Forest_Wetland"
"88",81.1891,17.4575342465753,17,"CPL",1,1.022,"EPA",0.689922480620155,"NRS_AL-10038","Forest_Wetland"
"89",243.5675,21.4876712328767,21,"CPL",1,1.022,"EPA",0.876288659793814,"NRS_AL-10038","Forest_Wetland"
"90",78.2546,27.427397260274,27,"CPL",1,1.022,"EPA",0.874015748031496,"NRS_AL-10038","Forest_Wetland"
"91",75.32,27.6109589041096,27,"CPL",1,0.743,"EPA",0.923076923076923,"NRS_AL-10038","Forest_Wetland"
"92",36.1929,26.5205479452055,26,"SAP",1,1.022,"EPA",0.851851851851852,"NRS_AL-10039","Forest_Wetland"
"93",109.752,17.6246575342466,17,"CPL",1,0.929,"EPA",0.889763779527559,"NRS_AL-10046","Forest_Wetland"
"94",491.8855,21.7205479452055,21,"CPL",1,0.651,"EPA",0.919354838709677,"NRS_AL-10046","Forest_Wetland"
"95",50.7256,26.6,26,"CPL",1,0.651,"EPA",0.923076923076923,"NRS_AL-10046","Forest_Wetland"
"96",76.2984,17.6109589041096,17,"CPL",1,1.022,"EPA",0.864583333333333,"NRS_AL-10049","Forest_Wetland"
"97",477.9661,21.7260273972603,21,"CPL",0.8124796880078,1.022,"EPA",0.80511811023622,"NRS_AL-10049","Forest_Wetland"
"98",405.5176,17.4438356164384,17,"CPL",0.750187546886722,1.022,"EPA",0.651428571428571,"NRS_AL-10051","Forest_Wetland"
"99",300.5129,21.4958904109589,21,"CPL",0.260403104005,1.022,"EPA",0.195612431444241,"NRS_AL-10051","Forest_Wetland"
"100",195.6364,27.6931506849315,27,"CPL",1,1.022,"EPA",0.864476386036961,"NRS_AL-10051","Forest_Wetland"
"101",75.3202,17.4958904109589,17,"SAP",1,1.022,"EPA",0.582781456953642,"NRS_AL-10052","Forest_Wetland"
"102",162.3783,21.572602739726,21,"SAP",1,1.022,"EPA",0.666666666666667,"NRS_AL-10052","Forest_Wetland"
"103",190.7453,17.5643835616438,17,"CPL",1,1.022,"EPA",0.801541425818882,"NRS_AL-10053","Forest_Wetland"
"104",87.0582,17.5452054794521,17,"CPL",1,1.022,"EPA",0.702290076335878,"NRS_AL-10055","Forest_Wetland"
"105",153.5748,17.5616438356164,17,"SAP",1,1.022,"EPA",0.883597883597884,"NRS_AL-10057","Forest_Wetland"
"106",448.9122,17.6191780821918,17,"CPL",0.947867298578199,1.022,"EPA",0.903474903474903,"NRS_AL-10058","Forest_Wetland"
"107",860.8005,17.6246575342466,17,"CPL",0.5,1.022,"EPA",0.879541108986616,"NRS_AL-10061","Forest_Wetland"
"108",223.0259,22.4849315068493,22,"CPL",1,1.022,"EPA",0.859649122807018,"NRS_AL-10067","Forest_Wetland"
"109",14.6728,26.5315068493151,26,"CPL",1,1.022,"EPA",0.96875,"NRS_AL-10067","Forest_Wetland"
"110",24.4546,26.6082191780822,26,"CPL",1,1.022,"EPA",0.614035087719298,"NRS_AL-10067","Forest_Wetland"
"111",147.7059,22.386301369863,22,"CPL",1,1.022,"EPA",0.761904761904762,"NRS_AL-10069","Forest_Wetland"
"112",540.4698,27.5205479452055,27,"CPL",0.468757324333193,1.022,"EPA",0.828343313373254,"NRS_AL-10069","Forest_Wetland"
"113",626.8188,22.3917808219178,22,"SAP",0.833333333333333,1.022,"EPA",0.967184801381693,"NRS_AL-10072","Forest_Wetland"
"114",241.6112,21.4657534246575,21,"SAP",1,1.022,"EPA",0.845394736842105,"NRS_AL-10083","Forest_Wetland"
"115",1716.7423,21.4712328767123,21,"SAP",0.218799229826711,1.022,"EPA",0.903409090909091,"NRS_AL-10084","Forest_Wetland"
"116",684.6527,21.5616438356164,21,"SAP",0.604193100114797,0.836,"EPA",0.855263157894737,"NRS_AL-10085","Agriculture"
"117",1002.9637,21.7178082191781,21,"CPL",0.489596083231334,1.022,"EPA",0.962264150943396,"NRS_AL-10086","Forest_Wetland"
"118",809.5068,21.5643835616438,21,"SAP",0.52080620801,1.022,"EPA",0.86527514231499,"NRS_AL-10087","Forest_Wetland"
"119",702.6613,21.7150684931507,21,"SAP",0.583294447036864,1.022,"EPA",0.942857142857143,"NRS_AL-10088","Forest_Wetland"
"120",256.2839,21.4986301369863,21,"CPL",1,1.022,"EPA",0.933333333333333,"NRS_AL-10089","Forest_Wetland"
"121",14.6728,21.5917808219178,21,"CPL",1,1.022,"EPA",0.75,"NRS_AL-10090","Forest_Wetland"
"122",7.8254,26.6054794520548,26,"CPL",1,1.022,"EPA",0.8,"NRS_AL-10091","Forest_Wetland"
"123",442.1386,26.7232876712329,26,"CPL",1,1.022,"EPA",0.95,"NRS_AL-10092","Forest_Wetland"
"124",282.6946,26.5972602739726,26,"CPL",1,1.022,"EPA",0.830396475770925,"NRS_AL-10094","Forest_Wetland"
"125",248.4587,26.7013698630137,26,"SAP",1,1.022,"EPA",0.888324873096447,"NRS_AL-10095","Forest_Wetland"
"126",133.0329,27.5260273972603,27,"CPL",1,1.022,"EPA",0.889502762430939,"NRS_AL-10101","Forest_Wetland"
"127",34.2364,27.5616438356164,27,"SAP",1,1.022,"EPA",0.901960784313726,"NRS_AL-10102","Forest_Wetland"
"128",20.5419,27.5178082191781,27,"SAP",1,1.022,"EPA",0.56078431372549,"NRS_AL-10103","Agriculture"
"129",171.1821,27.558904109589,27,"SAP",1,1.022,"EPA",0.810483870967742,"NRS_AL-10105","Forest_Wetland"
"130",2670.4369,27.7068493150685,27,"CPL",0.166666666666667,1.022,"EPA",0.920542635658915,"NRS_AL-10106","Forest_Wetland"
"131",172.1602,26.7150684931507,26,"SAP",1,1.022,"EPA",0.694158075601375,"NRS_AL-10109","Forest_Wetland"
"132",304.2147,12.4958904109589,12,"SAP",1,1.022,"EPA",0.977011494252874,"NRS_AR-10016","Forest_Wetland"
"133",313.9969,16.7424657534247,16,"SAP",1,1.022,"EPA",0.738095238095238,"NRS_AR-10016","Forest_Wetland"
"134",532.462,12.4794520547945,12,"SAP",0.733,1.022,"EPA",0.831395348837209,"NRS_AR-10017","Forest_Wetland"
"135",405.0085,17.5287671232877,17,"SAP",0.729394602479942,1.022,"EPA",0.783088235294118,"NRS_AR-10017","Forest_Wetland"
"136",95.764,12.4821917808219,12,"SAP",1,0.929,"EPA",0.919191919191919,"NRS_AR-10019","Agriculture"
"137",168.2473,12.4821917808219,12,"CPL",1,1.022,"EPA",0.851851851851852,"NRS_AR-10025","Agriculture"
"138",99.7744,17.4767123287671,17,"CPL",1,1.022,"EPA",0.981707317073171,"NRS_AR-10025","Agriculture"
"139",462.6802,17.5506849315069,17,"CPL",1,1.022,"EPA",0.982919254658385,"NRS_AR-10025","Agriculture"
"140",39.1273,12.4767123287671,12,"CPL",1,1.022,"EPA",0.392592592592593,"NRS_AR-10026","Forest_Wetland"
"141",15.064,16.7232876712329,16,"CPL",1,0.929,"EPA",0.536585365853659,"NRS_AR-10026","Forest_Wetland"
"142",49.8872,12.5534246575342,12,"SAP",1,1.022,"EPA",0.532710280373832,"NRS_AR-10040","Forest_Wetland"
"143",320.8437,16.6849315068493,16,"SAP",1,1.022,"EPA",0.932432432432432,"NRS_AR-10040","Forest_Wetland"
"144",69.94,12.8246575342466,12,"CPL",1,0.743,"EPA",0.348837209302326,"NRS_AR-10052","Agriculture"
"145",199.06,17.5178082191781,17,"CPL",1,0.743,"EPA",0.579088471849866,"NRS_AR-10052","Agriculture"
"146",292.4664,17.572602739726,17,"CPL",0.969932104752667,1.022,"EPA",0.55026455026455,"NRS_AR-10052","Agriculture"
"147",410.5952,12.8630136986301,12,"CPL",0.567,1.022,"EPA",0.567829457364341,"NRS_AR-10055","Agriculture"
"148",44.0181,16.7041095890411,16,"CPL",1,1.022,"EPA",0.716216216216216,"NRS_AR-10055","Agriculture"
"149",53.8,17.441095890411,17,"CPL",1,0.093,"EPA",0.318181818181818,"NRS_AR-10060","Forest_Wetland"
"150",1081.4181,21.5205479452055,21,"SAP",0.440509228668341,1.022,"EPA",0.922794117647059,"NRS_AR-10063","Forest_Wetland"
"151",482.4389,26.5616438356164,26,"SAP",0.833333333333333,1.022,"EPA",0.885148514851485,"NRS_AR-10063","Forest_Wetland"
"152",85.1017,17.4191780821918,17,"SAP",1,1.022,"EPA",0.923809523809524,"NRS_AR-10067","Forest_Wetland"
"153",249.4367,21.5808219178082,21,"SAP",1,1.022,"EPA",0.9,"NRS_AR-10067","Forest_Wetland"
"154",436.2692,21.6191780821918,21,"SAP",1,1.022,"EPA",0.914089347079038,"NRS_AR-10067","Forest_Wetland"
"155",42.0619,26.613698630137,26,"SAP",1,1.022,"EPA",0.91304347826087,"NRS_AR-10067","Forest_Wetland"
"156",319.8655,26.6904109589041,26,"SAP",1,1.022,"EPA",0.898218829516539,"NRS_AR-10067","Forest_Wetland"
"157",270.9569,17.4821917808219,17,"SAP",1,1.022,"EPA",0.945626477541371,"NRS_AR-10072","Agriculture"
"158",149.6619,21.6602739726027,21,"SAP",1,1.022,"EPA",0.897435897435897,"NRS_AR-10072","Agriculture"
"159",1297.1984,21.7287671232877,21,"SAP",0.333300003333,1.022,"EPA",0.942965779467681,"NRS_AR-10072","Agriculture"
"160",134.5343,17.4958904109589,17,"CPL",0.385356454720617,1.022,"EPA",0.166979362101313,"NRS_AR-10074","Agriculture"
"161",284.985,21.4794520547945,21,"CPL",0.38099592334362,1.022,"EPA",0.566854990583804,"NRS_AR-10074","Agriculture"
"162",573.7238,17.6547945205479,17,"SAP",0.750187546886722,0.743,"EPA",0.886148007590133,"NRS_AR-10078","Forest_Wetland"
"163",74.3419,16.6575342465753,16,"SAP",1,1.022,"EPA",0.842105263157895,"NRS_AR-10082","Forest_Wetland"
"164",1543.3072,17.4027397260274,17,"SAP",0.244021473889702,1.022,"EPA",0.901119402985075,"NRS_AR-10091","Agriculture"
"165",831.3408,17.4520547945205,17,"SAP",0.562429696287964,1.022,"EPA",0.929856115107914,"NRS_AR-10109","Forest_Wetland"
"166",571.2585,21.641095890411,21,"SAP",0.625,1.022,"EPA",0.836466165413534,"NRS_AR-10109","Forest_Wetland"
"167",304.2146,26.5369863013699,26,"SAP",1,1.022,"EPA",0.877149877149877,"NRS_AR-10109","Forest_Wetland"
"168",26.4111,17.558904109589,17,"SAP",1,1.022,"EPA",0.783333333333333,"NRS_AR-10110","Agriculture"
"169",39.1275,21.6383561643836,21,"SAP",1,1.022,"EPA",0.646341463414634,"NRS_AR-10110","Agriculture"
"170",1522.051,17.4191780821918,17,"SAP",0.25,1.022,"EPA",0.91699604743083,"NRS_AR-10112","Forest_Wetland"
"171",689.6184,17.6493150684932,17,"SAP",0.666666666666667,1.022,"EPA",0.850877192982456,"NRS_AR-10116","Forest_Wetland"
"172",1572.9163,17.4794520547945,17,"CPL",0.25,1.022,"EPA",0.881422924901186,"NRS_AR-10117","Agriculture"
"173",71.4074,17.4575342465753,17,"CPL",1,1.022,"EPA",0.910112359550562,"NRS_AR-10121","Forest_Wetland"
"174",17.6073,17.4383561643836,17,"CPL",1,1.022,"EPA",0.683544303797468,"NRS_AR-10123","Agriculture"
"175",179.0074,17.4602739726027,17,"CPL",1,1.022,"EPA",0.928571428571429,"NRS_AR-10124","Forest_Wetland"
"176",777.9437,17.413698630137,17,"SAP",0.58343057176196,1.022,"EPA",0.936538461538462,"NRS_AR-10125","Forest_Wetland"
"177",1981.992,17.4164383561644,17,"SAP",0.166666666666667,0.929,"EPA",0.958174904942966,"NRS_AR-10127","Agriculture"
"178",59.6691,17.3808219178082,17,"SAP",1,1.022,"EPA",0.868421052631579,"NRS_AR-10128","Forest_Wetland"
"179",196.6153,17.3808219178082,17,"SAP",1,1.022,"EPA",0.920096852300242,"NRS_AR-10129","Forest_Wetland"
"180",1942.0401,17.4931506849315,17,"CPL",0.279798545047566,0.558,"EPA",0.709737827715356,"NRS_AR-10133","Agriculture"
"181",358.0147,17.3835616438356,17,"SAP",1,1.022,"EPA",0.881974248927039,"NRS_AR-10134","Forest_Wetland"
"182",343.0872,17.5698630136986,17,"SAP",0.541711809317443,1.022,"EPA",0.840130505709625,"NRS_AR-10135","Forest_Wetland"
"183",1705.9491,17.5315068493151,17,"CPL",0.25,1.022,"EPA",0.885658914728682,"NRS_AR-10137","Agriculture"
"184",170.2037,17.4054794520548,17,"SAP",1,1.022,"EPA",0.890449438202247,"NRS_AR-10138","Forest_Wetland"
"185",929.5858,17.5561643835616,17,"CPL",0.0736593989393046,1.022,"EPA",0.909270216962525,"NRS_AR-10140","Agriculture"
"186",181.942,17.4164383561644,17,"SAP",1,1.022,"EPA",0.909774436090226,"NRS_AR-10141","Forest_Wetland"
"187",613.0702,17.3835616438356,17,"SAP",0.374953130858643,1.022,"EPA",0.92364990689013,"NRS_AR-10142","Forest_Wetland"
"188",172.16,17.4027397260274,17,"SAP",1,1.022,"EPA",0.605214152700186,"NRS_AR-10143","Forest_Wetland"
"189",56.7346,17.4356164383562,17,"CPL",1,1.022,"EPA",0.273006134969325,"NRS_AR-10144","Agriculture"
"190",2937.3625,17.4547945205479,17,"SAP",0.130208333333333,1.022,"EPA",0.942342342342342,"NRS_AR-10145","Forest_Wetland"
"191",18.5856,17.4739726027397,17,"CPL",1,1.022,"EPA",0.863636363636364,"NRS_AR-10146","Agriculture"
"192",78.01,17.6082191780822,17,"SAP",1,0.743,"EPA",0.776470588235294,"NRS_AR-10151","Agriculture"
"193",632.9867,17.5917808219178,17,"SAP",0.604229607250755,1.022,"EPA",0.84688995215311,"NRS_AR-10157","Forest_Wetland"
"194",1090.6336,17.627397260274,17,"CPL",0.357142857142857,0.929,"EPA",0.691910499139415,"NRS_AR-10167","Agriculture"
"195",811.5946,17.5945205479452,17,"SAP",0.0729181857955374,0.929,"EPA",0.53690036900369,"NRS_AR-10172","Agriculture"
"196",599.801,17.558904109589,17,"SAP",0.750187546886722,1.022,"EPA",0.951178451178451,"NRS_AR-10179","Urban"
"197",223.5691,17.5890410958904,17,"SAP",1,0.836,"EPA",0.72,"NRS_AR-10187","Agriculture"
"198",43.04,17.6986301369863,17,"CPL",1,0.929,"EPA",0.736607142857143,"NRS_AR-10195","Agriculture"
"199",17.6074,17.7452054794521,17,"SAP",1,1.022,"EPA",0.726415094339623,"NRS_AR-10197","Agriculture"
"200",216.1785,17.7561643835616,17,"CPL",1,1.022,"EPA",0.709302325581395,"NRS_AR-10200","Forest_Wetland"
"201",39.9657,17.7643835616438,17,"SAP",1,0.651,"EPA",1,"NRS_AR-10202","Agriculture"
"202",37.1711,26.6027397260274,26,"CPL",1,1.022,"EPA",0.764044943820225,"NRS_AR-10203","Forest_Wetland"
"203",579.6202,26.7150684931507,26,"CPL",0.440470422411135,1.022,"EPA",0.834932821497121,"NRS_AR-10203","Forest_Wetland"
"204",356.8406,21.6164383561644,21,"CPL",0.833333333333333,1.022,"EPA",0.947955390334573,"NRS_AR-10204","Forest_Wetland"
"205",733.305,21.4849315068493,21,"SAP",0.656297171359191,1.022,"EPA",0.964285714285714,"NRS_AR-10205","Forest_Wetland"
"206",253.3493,26.6054794520548,26,"SAP",1,1.022,"EPA",0.763688760806916,"NRS_AR-10205","Forest_Wetland"
"207",1136.8032,21.6575342465753,21,"SAP",0.291698267312292,1.022,"EPA",0.847426470588235,"NRS_AR-10206","Forest_Wetland"
"208",1197.2946,26.5753424657534,26,"SAP",0.208333333333333,1.022,"EPA",0.736220472440945,"NRS_AR-10206","Forest_Wetland"
"209",2282.6195,21.4876712328767,21,"SAP",0.166700006668,1.022,"EPA",0.768551236749117,"NRS_AR-10212","Forest_Wetland"
"210",495.8464,21.7342465753425,21,"CPL",0.260403104005,1.022,"EPA",0.351063829787234,"NRS_AR-10214","Forest_Wetland"
"211",1000.78,21.5260273972603,21,"SAP",0.333300003333,1.022,"EPA",0.798534798534799,"NRS_AR-10217","Forest_Wetland"
"212",468.5492,26.558904109589,26,"CPL",1,1.022,"EPA",0.966312056737589,"NRS_AR-10222","Agriculture"
"213",480.3611,26.5397260273973,26,"SAP",0.27083389757062,1.022,"EPA",0.310834813499112,"NRS_AR-10226","Forest_Wetland"
"214",64.5601,26.5452054794521,26,"CPL",1,1.022,"EPA",0.637795275590551,"NRS_AR-10229","Agriculture"
"215",314.9747,26.5287671232877,26,"CPL",1,1.022,"EPA",0.990049751243781,"NRS_AR-10230","Forest_Wetland"
"216",774.7267,26.5260273972603,26,"SAP",0.583328472262731,1.022,"EPA",0.891992551210428,"NRS_AR-10238","Forest_Wetland"
"217",754.356,26.5452054794521,26,"SAP",0.31380424890953,0.929,"EPA",0.612648221343874,"NRS_AR-10239","Forest_Wetland"
"218",192.4848,26.5698630136986,26,"SAP",1,0.836,"EPA",0.993975903614458,"NRS_AR-10240","Forest_Wetland"
