"","tot_abun","YearCont","Year","Ecoregion_NARS","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse","Latitude_dd","Longitude_dd"
"46",664.3421,12.5287671232877,12,"NAP",0.667,1.022,"EPA",0.909819639278557,"NEWS04-3504","Forest_Wetland",41.8804,-73.3305
"47",5027.8543,12.5479452054795,12,"NAP",0.1,1.022,"EPA",0.903339191564148,"NEWS04-3802","Forest_Wetland",42.1285,-70.8737
"48",1681.6348,12.5205479452055,12,"NAP",0.35,0.929,"EPA",0.827534039334342,"NEWS04-3901","Forest_Wetland",41.324,-73.4411
"49",1310.1178,12.5260273972603,12,"NAP",0.333,1.022,"EPA",0.873046875,"NEWS04-4003","Urban",41.6369,-72.8683
"50",937.5187,12.5342465753425,12,"NAP",0.433,1.022,"EPA",0.79467680608365,"NEWS04-4104","Forest_Wetland",41.5979,-72.1953
"51",766.8949,12.5232876712329,12,"NAP",0.5,1.022,"EPA",0.85838779956427,"NEWS04-CT03","Forest_Wetland",41.5753,-72.4282
"52",1493.3572,12.5178082191781,12,"NAP",0.3,1.022,"EPA",0.867424242424242,"NEWS04-CT05","Forest_Wetland",41.2945,-73.3948
"53",2441.7785,12.7972602739726,12,"NAP",0.133,1.022,"EPA",0.70042194092827,"NEWS04-ME05","Forest_Wetland",46.3041,-67.8557
"54",1233.7429,12.7041095890411,12,"NAP",0.333,1.022,"EPA",0.869565217391304,"NEWS04-NH01","Forest_Wetland",44.81188,-71.24184
"55",1838.8134,12.613698630137,12,"NAP",0.233,1.022,"EPA",0.85546875,"NEWS04-NH03","Forest_Wetland",43.86,-71.3746
"56",2567.7268,12.5369863013699,12,"NAP",0.2,1.022,"EPA",0.82992125984252,"NEWS04-RI01","Forest_Wetland",41.539,-71.699
"57",1737.9025,12.5534246575342,12,"NAP",0.3,1.022,"EPA",0.897306397306397,"NEWS04-ST03","Forest_Wetland",42.7033,-72.6711
"58",3030.159,12.5506849315068,12,"NAP",0.133,1.022,"EPA",0.735714285714286,"NEWS04-ST04","Forest_Wetland",42.4109,-71.7912
"59",1274.8678,12.641095890411,12,"NAP",0.333,1.022,"EPA",0.783393501805054,"NEWS04-VT01","Forest_Wetland",44.5603,-71.9639
"60",1061.9658,12.5452054794521,12,"SAP",0.467,1.022,"EPA",0.918625678119349,"NRS_AL-10005","Forest_Wetland",34.715781,-85.611202
"61",852.5047,12.558904109589,12,"SAP",0.467,1.022,"EPA",0.811881188118812,"NRS_AL-10005","Forest_Wetland",34.715781,-85.611202
"62",1845.4489,17.4383561643836,17,"SAP",0.270855904658722,1.022,"EPA",0.94280442804428,"NRS_AL-10005","Forest_Wetland",34.71586192,-85.61116941
"63",214.2222,12.5369863013699,12,"SAP",1,1.022,"EPA",0.936708860759494,"NRS_AL-10006","Forest_Wetland",33.358004,-87.145475
"64",250.4146,12.5561643835616,12,"SAP",1,1.022,"EPA",0.974358974358974,"NRS_AL-10006","Forest_Wetland",33.358004,-87.145475
"65",215.5739,17.4821917808219,17,"SAP",0.916590284142988,1.022,"EPA",0.385496183206107,"NRS_AL-10006","Forest_Wetland",33.35811668,-87.14547143
"66",836.8683,12.5397260273973,12,"SAP",0.533,1.022,"EPA",0.865530303030303,"NRS_AL-10010","Forest_Wetland",33.872632,-86.323648
"67",736.0284,17.4986301369863,17,"SAP",0.58343057176196,1.022,"EPA",0.790697674418605,"NRS_AL-10010","Forest_Wetland",33.87273064,-86.32362837
"68",137.9238,12.7479452054795,12,"SAP",1,1.022,"EPA",0.805714285714286,"NRS_AL-10019","Urban",33.42481,-86.775635
"69",1414.4517,17.4849315068493,17,"SAP",0.666666666666667,1.022,"EPA",0.926032660902978,"NRS_AL-10019","Urban",33.424918,-86.77562358
"70",482.2442,17.5232876712329,17,"SAP",1,1.022,"EPA",0.937262357414449,"NRS_AL-10019","Urban",33.424918,-86.77562358
"71",864.7131,12.7506849315069,12,"SAP",0.5,1.022,"EPA",0.806509945750452,"NRS_AL-10020","Forest_Wetland",33.778638,-85.759662
"72",649.5129,17.5041095890411,17,"SAP",0.625,1.022,"EPA",0.777153558052434,"NRS_AL-10020","Forest_Wetland",33.77873961,-85.75962636
"73",349.2111,12.5671232876712,12,"SAP",1,1.022,"EPA",0.863636363636364,"NRS_AL-10023","Forest_Wetland",34.091704,-87.737937
"74",673.2,17.5479452054795,17,"SAP",0.687285223367698,1.022,"EPA",0.882462686567164,"NRS_AL-10023","Forest_Wetland",34.09180468,-87.73796193
"75",284.6511,12.8109589041096,12,"CPL",1,1.022,"EPA",0.966777408637874,"NRS_AL-10024","Forest_Wetland",31.676478,-87.083831
"76",925.3603,17.6164383561644,17,"CPL",0.5,1.022,"EPA",0.908045977011494,"NRS_AL-10024","Forest_Wetland",31.67663561,-87.08381335
"77",198.5713,12.7671232876712,12,"SAP",1,1.022,"EPA",0.722419928825623,"NRS_AL-10026","Other",32.993748,-86.361888
"78",291.4983,17.4876712328767,17,"SAP",1,1.022,"EPA",0.665929203539823,"NRS_AL-10026","Other",32.99386913,-86.3618639
"79",664.3419,12.813698630137,12,"SAP",0.667,1.022,"EPA",0.869070208728653,"NRS_AL-10029","Forest_Wetland",33.2233,-86.888167
"80",1854.7884,17.4547945205479,17,"SAP",0.458295142071494,1.022,"EPA",0.859301227573182,"NRS_AL-10029","Forest_Wetland",33.22341539,-86.88815694
"81",475.4327,17.5205479452055,17,"SAP",0.958772770853308,1.022,"EPA",0.857913669064748,"NRS_AL-10029","Forest_Wetland",33.22341539,-86.88815694
"82",964.8779,17.5397260273973,17,"SAP",0.416666666666667,1.022,"EPA",0.763940520446097,"NRS_AL-10032","Forest_Wetland",33.26014983,-85.50357137
"83",1141.6517,21.4794520547945,21,"SAP",0.333300003333,1.022,"EPA",0.784584980237154,"NRS_AL-10032","Forest_Wetland",33.26014982,-85.50357137
"84",829.4987,21.5671232876712,21,"SAP",0.5,1.022,"EPA",0.862385321100917,"NRS_AL-10032","Forest_Wetland",33.26014982,-85.50357137
"85",1271.9316,27.6767123287671,27,"CPL",0.996115150911445,0.372,"EPA",0.931034482758621,"NRS_AL-10034","Forest_Wetland",31.08686327,-87.08175172
"86",215.2,17.4904109589041,17,"SAP",1,1.022,"EPA",0.788530465949821,"NRS_AL-10037","Other",32.93231611,-86.36246869
"87",126.1855,21.4684931506849,21,"SAP",1,1.022,"EPA",0.865771812080537,"NRS_AL-10037","Forest_Wetland",32.93231611,-86.36246869
"88",87.0582,17.4575342465753,17,"CPL",1,1.022,"EPA",0.689922480620155,"NRS_AL-10038","Forest_Wetland",32.91383014,-87.53264771
"89",248.4585,21.4876712328767,21,"CPL",1,1.022,"EPA",0.876288659793814,"NRS_AL-10038","Forest_Wetland",32.91383014,-87.5326477
"90",107.6001,27.427397260274,27,"CPL",1,1.022,"EPA",0.874015748031496,"NRS_AL-10038","Forest_Wetland",32.91383014,-87.5326477
"91",80.7,27.6109589041096,27,"CPL",1,0.743,"EPA",0.923076923076923,"NRS_AL-10038","Forest_Wetland",32.91383014,-87.5326477
"92",89.993,26.5205479452055,26,"SAP",1,1.022,"EPA",0.851851851851852,"NRS_AL-10039","Forest_Wetland",33.41281268,-86.75189942
"93",121.588,17.6246575342466,17,"CPL",1,0.929,"EPA",0.889763779527559,"NRS_AL-10046","Forest_Wetland",32.12422057,-87.52831805
"94",518.0168,21.7205479452055,21,"CPL",1,0.651,"EPA",0.919354838709677,"NRS_AL-10046","Forest_Wetland",32.12422056,-87.52831805
"95",53.7999,26.6,26,"CPL",1,0.651,"EPA",0.923076923076923,"NRS_AL-10046","Forest_Wetland",32.12422056,-87.52831805
"96",81.1893,17.6109589041096,17,"CPL",1,1.022,"EPA",0.864583333333333,"NRS_AL-10049","Forest_Wetland",31.86806513,-85.76601507
"97",492.4133,21.7260273972603,21,"CPL",0.8124796880078,1.022,"EPA",0.80511811023622,"NRS_AL-10049","Forest_Wetland",31.86806513,-85.76601507
"98",445.9388,17.4438356164384,17,"CPL",0.750187546886722,1.022,"EPA",0.651428571428571,"NRS_AL-10051","Forest_Wetland",34.50734375,-88.05036703
"99",398.1796,21.4958904109589,21,"CPL",0.260403104005,1.022,"EPA",0.195612431444241,"NRS_AL-10051","Forest_Wetland",34.50734375,-88.05036704
"100",405.9455,27.6931506849315,27,"CPL",1,1.022,"EPA",0.864476386036961,"NRS_AL-10051","Forest_Wetland",34.50734375,-88.05036704
"101",85.102,17.4958904109589,17,"SAP",1,1.022,"EPA",0.582781456953642,"NRS_AL-10052","Forest_Wetland",33.79214422,-86.13073021
"102",172.1601,21.572602739726,21,"SAP",1,1.022,"EPA",0.666666666666667,"NRS_AL-10052","Forest_Wetland",33.79214422,-86.13073021
"103",383.4471,17.5643835616438,17,"CPL",1,1.022,"EPA",0.801541425818882,"NRS_AL-10053","Forest_Wetland",31.30014686,-88.40095587
"104",88.0364,17.5452054794521,17,"CPL",1,1.022,"EPA",0.702290076335878,"NRS_AL-10055","Forest_Wetland",33.8511662,-87.80278113
"105",163.3567,17.5616438356164,17,"SAP",1,1.022,"EPA",0.883597883597884,"NRS_AL-10057","Forest_Wetland",32.98546202,-85.32497105
"106",480.9037,17.6191780821918,17,"CPL",0.947867298578199,1.022,"EPA",0.903474903474903,"NRS_AL-10058","Forest_Wetland",32.97036777,-87.1982608
"107",897.9714,17.6246575342466,17,"CPL",0.5,1.022,"EPA",0.879541108986616,"NRS_AL-10061","Forest_Wetland",32.18553827,-86.90636776
"108",282.6951,22.4849315068493,22,"CPL",1,1.022,"EPA",0.859649122807018,"NRS_AL-10067","Forest_Wetland",31.11972,-86.15249
"109",28.3674,26.5315068493151,26,"CPL",1,1.022,"EPA",0.96875,"NRS_AL-10067","Forest_Wetland",31.11972121,-86.15248721
"110",34.2365,26.6082191780822,26,"CPL",1,1.022,"EPA",0.614035087719298,"NRS_AL-10067","Forest_Wetland",31.11972121,-86.15248721
"111",202.484,22.386301369863,22,"CPL",1,1.022,"EPA",0.761904761904762,"NRS_AL-10069","Forest_Wetland",31.65539,-86.71585
"112",813.8349,27.5205479452055,27,"CPL",0.468757324333193,1.022,"EPA",0.828343313373254,"NRS_AL-10069","Forest_Wetland",31.6553882,-86.71585127
"113",656.1641,22.3917808219178,22,"SAP",0.833333333333333,1.022,"EPA",0.967184801381693,"NRS_AL-10072","Forest_Wetland",33.09741,-85.84587
"114",249.4367,21.4657534246575,21,"SAP",1,1.022,"EPA",0.845394736842105,"NRS_AL-10083","Forest_Wetland",33.35583,-86.60633
"115",2128.0451,21.4712328767123,21,"SAP",0.218799229826711,1.022,"EPA",0.903409090909091,"NRS_AL-10084","Forest_Wetland",33.11467,-87.11905
"116",874.6141,21.5616438356164,21,"SAP",0.604193100114797,0.836,"EPA",0.855263157894737,"NRS_AL-10085","Agriculture",34.07899,-86.50564
"117",1018.9471,21.7178082191781,21,"CPL",0.489596083231334,1.022,"EPA",0.962264150943396,"NRS_AL-10086","Forest_Wetland",32.25358,-87.00951
"118",856.4619,21.5643835616438,21,"SAP",0.52080620801,1.022,"EPA",0.86527514231499,"NRS_AL-10087","Forest_Wetland",34.917856,-86.13294466
"119",816.697,21.7150684931507,21,"SAP",0.583294447036864,1.022,"EPA",0.942857142857143,"NRS_AL-10088","Forest_Wetland",33.22326014,-86.88807657
"120",257.2621,21.4986301369863,21,"CPL",1,1.022,"EPA",0.933333333333333,"NRS_AL-10089","Forest_Wetland",34.08128827,-88.02124812
"121",14.6728,21.5917808219178,21,"CPL",1,1.022,"EPA",0.75,"NRS_AL-10090","Forest_Wetland",31.05288349,-87.8369997
"122",7.8254,26.6054794520548,26,"CPL",1,1.022,"EPA",0.8,"NRS_AL-10091","Forest_Wetland",31.88017609,-86.78361624
"123",462.6805,26.7232876712329,26,"CPL",1,1.022,"EPA",0.95,"NRS_AL-10092","Forest_Wetland",33.79484737,-87.85932001
"124",341.3853,26.5972602739726,26,"CPL",1,1.022,"EPA",0.830396475770925,"NRS_AL-10094","Forest_Wetland",32.21648644,-85.51675754
"125",336.4952,26.7013698630137,26,"SAP",1,1.022,"EPA",0.888324873096447,"NRS_AL-10095","Forest_Wetland",34.7555821,-85.68075739
"126",152.5965,27.5260273972603,27,"CPL",1,1.022,"EPA",0.889502762430939,"NRS_AL-10101","Forest_Wetland",31.38245727,-85.38047134
"127",44.9963,27.5616438356164,27,"SAP",1,1.022,"EPA",0.901960784313726,"NRS_AL-10102","Forest_Wetland",33.72118069,-87.27143789
"128",123.2511,27.5178082191781,27,"SAP",1,1.022,"EPA",0.56078431372549,"NRS_AL-10103","Agriculture",34.9801642,-86.82705852
"129",176.0731,27.558904109589,27,"SAP",1,1.022,"EPA",0.810483870967742,"NRS_AL-10105","Forest_Wetland",33.87272556,-85.5809654
"130",2734.997,27.7068493150685,27,"CPL",0.166666666666667,1.022,"EPA",0.920542635658915,"NRS_AL-10106","Forest_Wetland",32.28881948,-87.29103471
"131",197.593,26.7150684931507,26,"SAP",1,1.022,"EPA",0.694158075601375,"NRS_AL-10109","Forest_Wetland",34.2181,-87.3689
"132",498.873,12.4958904109589,12,"SAP",1,1.022,"EPA",0.977011494252874,"NRS_AR-10016","Forest_Wetland",34.986,-93.603316
"133",332.5824,16.7424657534247,16,"SAP",1,1.022,"EPA",0.738095238095238,"NRS_AR-10016","Forest_Wetland",34.98609295,-93.60350937
"134",572.4967,12.4794520547945,12,"SAP",0.733,1.022,"EPA",0.831395348837209,"NRS_AR-10017","Forest_Wetland",36.218228,-91.270058
"135",568.6211,17.5287671232877,17,"SAP",0.729394602479942,1.022,"EPA",0.783088235294118,"NRS_AR-10017","Forest_Wetland",36.21829613,-91.27018957
"136",97.916,12.4821917808219,12,"SAP",1,0.929,"EPA",0.919191919191919,"NRS_AR-10019","Agriculture",36.244619,-92.835666
"137",224.9819,12.4821917808219,12,"CPL",1,1.022,"EPA",0.851851851851852,"NRS_AR-10025","Agriculture",36.110319,-90.449962
"138",157.4871,17.4767123287671,17,"CPL",1,1.022,"EPA",0.981707317073171,"NRS_AR-10025","Agriculture",36.11038631,-90.4500669
"139",619.1894,17.5506849315069,17,"CPL",1,1.022,"EPA",0.982919254658385,"NRS_AR-10025","Agriculture",36.11038631,-90.4500669
"140",85.1019,12.4767123287671,12,"CPL",1,1.022,"EPA",0.392592592592593,"NRS_AR-10026","Forest_Wetland",34.42715,-92.380185
"141",23.672,16.7232876712329,16,"CPL",1,0.929,"EPA",0.536585365853659,"NRS_AR-10026","Forest_Wetland",34.42724497,-92.38033902
"142",55.7563,12.5534246575342,12,"SAP",1,1.022,"EPA",0.532710280373832,"NRS_AR-10040","Forest_Wetland",34.50645,-94.188414
"143",471.4838,16.6849315068493,16,"SAP",1,1.022,"EPA",0.932432432432432,"NRS_AR-10040","Forest_Wetland",34.50655745,-94.18862207
"144",161.4,12.8246575342466,12,"CPL",1,0.743,"EPA",0.348837209302326,"NRS_AR-10052","Agriculture",35.008593,-91.81216
"145",254.205,17.5178082191781,17,"CPL",1,0.743,"EPA",0.579088471849866,"NRS_AR-10052","Agriculture",35.00868082,-91.81229884
"146",364.0701,17.572602739726,17,"CPL",0.969932104752667,1.022,"EPA",0.55026455026455,"NRS_AR-10052","Agriculture",35.00868082,-91.81229884
"147",495.1294,12.8630136986301,12,"CPL",0.567,1.022,"EPA",0.567829457364341,"NRS_AR-10055","Agriculture",33.881211,-93.490334
"148",50.8655,16.7041095890411,16,"CPL",1,1.022,"EPA",0.716216216216216,"NRS_AR-10055","Agriculture",33.88132106,-93.49051167
"149",75.32,17.441095890411,17,"CPL",1,0.093,"EPA",0.318181818181818,"NRS_AR-10060","Forest_Wetland",33.6451774,-92.20747631
"150",1112.5061,21.5205479452055,21,"SAP",0.440509228668341,1.022,"EPA",0.922794117647059,"NRS_AR-10063","Forest_Wetland",35.67817479,-93.74408948
"151",522.3485,26.5616438356164,26,"SAP",0.833333333333333,1.022,"EPA",0.885148514851485,"NRS_AR-10063","Forest_Wetland",35.67817479,-93.74408948
"152",94.8836,17.4191780821918,17,"SAP",1,1.022,"EPA",0.923809523809524,"NRS_AR-10067","Forest_Wetland",34.06488091,-93.44225956
"153",272.9132,21.5808219178082,21,"SAP",1,1.022,"EPA",0.9,"NRS_AR-10067","Forest_Wetland",34.06488091,-93.44225956
"154",510.611,21.6191780821918,21,"SAP",1,1.022,"EPA",0.914089347079038,"NRS_AR-10067","Forest_Wetland",34.06488091,-93.44225956
"155",60.6473,26.613698630137,26,"SAP",1,1.022,"EPA",0.91304347826087,"NRS_AR-10067","Forest_Wetland",34.06488091,-93.44225956
"156",344.3201,26.6904109589041,26,"SAP",1,1.022,"EPA",0.898218829516539,"NRS_AR-10067","Forest_Wetland",34.06488091,-93.44225956
"157",390.2951,17.4821917808219,17,"SAP",1,1.022,"EPA",0.945626477541371,"NRS_AR-10072","Agriculture",36.23849513,-91.90776752
"158",239.6547,21.6602739726027,21,"SAP",1,1.022,"EPA",0.897435897435897,"NRS_AR-10072","Agriculture",36.23849513,-91.90776753
"159",1438.0706,21.7287671232877,21,"SAP",0.333300003333,1.022,"EPA",0.942965779467681,"NRS_AR-10072","Agriculture",36.23849513,-91.90776753
"160",200.5322,17.4958904109589,17,"CPL",0.385356454720617,1.022,"EPA",0.166979362101313,"NRS_AR-10074","Agriculture",35.3466556,-91.32230048
"161",480.11,21.4794520547945,21,"CPL",0.38099592334362,1.022,"EPA",0.566854990583804,"NRS_AR-10074","Agriculture",35.34665559,-91.32230048
"162",831.8993,17.6547945205479,17,"SAP",0.750187546886722,0.743,"EPA",0.886148007590133,"NRS_AR-10078","Forest_Wetland",35.31565061,-92.39585489
"163",77.2764,16.6575342465753,16,"SAP",1,1.022,"EPA",0.842105263157895,"NRS_AR-10082","Forest_Wetland",35.76862941,-93.1659807
"164",1924.1233,17.4027397260274,17,"SAP",0.244021473889702,1.022,"EPA",0.901119402985075,"NRS_AR-10091","Agriculture",35.09489821,-93.4227353
"165",895.6914,17.4520547945205,17,"SAP",0.562429696287964,1.022,"EPA",0.929856115107914,"NRS_AR-10109","Forest_Wetland",36.11488649,-91.96699076
"166",685.5102,21.641095890411,21,"SAP",0.625,1.022,"EPA",0.836466165413534,"NRS_AR-10109","Forest_Wetland",36.11488648,-91.96699076
"167",349.2109,26.5369863013699,26,"SAP",1,1.022,"EPA",0.877149877149877,"NRS_AR-10109","Forest_Wetland",36.11488648,-91.96699076
"168",44.9966,17.558904109589,17,"SAP",1,1.022,"EPA",0.783333333333333,"NRS_AR-10110","Agriculture",35.51270346,-91.61686914
"169",102.7094,21.6383561643836,21,"SAP",1,1.022,"EPA",0.646341463414634,"NRS_AR-10110","Agriculture",35.51270345,-91.61686914
"170",1815.5056,17.4191780821918,17,"SAP",0.25,1.022,"EPA",0.91699604743083,"NRS_AR-10112","Forest_Wetland",36.42861166,-93.14634877
"171",711.6274,17.6493150684932,17,"SAP",0.666666666666667,1.022,"EPA",0.850877192982456,"NRS_AR-10116","Forest_Wetland",35.68548535,-93.52616962
"172",1737.2509,17.4794520547945,17,"CPL",0.25,1.022,"EPA",0.881422924901186,"NRS_AR-10117","Agriculture",33.87304613,-93.50813619
"173",79.2329,17.4575342465753,17,"CPL",1,1.022,"EPA",0.910112359550562,"NRS_AR-10121","Forest_Wetland",33.2092422,-92.53051456
"174",50.8656,17.4383561643836,17,"CPL",1,1.022,"EPA",0.683544303797468,"NRS_AR-10123","Agriculture",33.22879258,-91.28794196
"175",190.7456,17.4602739726027,17,"CPL",1,1.022,"EPA",0.928571428571429,"NRS_AR-10124","Forest_Wetland",33.89925291,-92.63604743
"176",794.7097,17.413698630137,17,"SAP",0.58343057176196,1.022,"EPA",0.936538461538462,"NRS_AR-10125","Forest_Wetland",35.71495398,-92.88273831
"177",3253.824,17.4164383561644,17,"SAP",0.166666666666667,0.929,"EPA",0.958174904942966,"NRS_AR-10127","Agriculture",35.27595613,-92.19925139
"178",63.5818,17.3808219178082,17,"SAP",1,1.022,"EPA",0.868421052631579,"NRS_AR-10128","Forest_Wetland",34.70130029,-93.79739102
"179",371.7099,17.3808219178082,17,"SAP",1,1.022,"EPA",0.920096852300242,"NRS_AR-10129","Forest_Wetland",34.675951,-92.66396251
"180",2390.6961,17.4931506849315,17,"CPL",0.279798545047566,0.558,"EPA",0.709737827715356,"NRS_AR-10133","Agriculture",35.27584041,-90.23426092
"181",401.0547,17.3835616438356,17,"SAP",1,1.022,"EPA",0.881974248927039,"NRS_AR-10134","Forest_Wetland",35.06977126,-94.18830486
"182",929.9472,17.5698630136986,17,"SAP",0.541711809317443,1.022,"EPA",0.840130505709625,"NRS_AR-10135","Forest_Wetland",35.88504238,-91.38636981
"183",1772.4654,17.5315068493151,17,"CPL",0.25,1.022,"EPA",0.885658914728682,"NRS_AR-10137","Agriculture",33.59243625,-91.30695018
"184",307.1491,17.4054794520548,17,"SAP",1,1.022,"EPA",0.890449438202247,"NRS_AR-10138","Forest_Wetland",34.37706817,-93.20282683
"185",6082.1468,17.5561643835616,17,"CPL",0.0736593989393046,1.022,"EPA",0.909270216962525,"NRS_AR-10140","Agriculture",36.38502921,-90.61339699
"186",236.7203,17.4164383561644,17,"SAP",1,1.022,"EPA",0.909774436090226,"NRS_AR-10141","Forest_Wetland",34.06658058,-93.42375357
