"","tot_abun","YearCont","Ecoregion_NARS","PropID","AreaSampTot_m2","Agency","SiteNumber"
"28",1104.6907,12.7150684931507,"TPL",0.433,1.022,"EPA","IAW02344-IA02"
"29",2954.1087,12.8630136986301,"TPL",0.2,1.022,"EPA","IAW02344-IA04"
"30",5699.5388,12.7123287671233,"UMW",0.075,1.022,"EPA","IAW02344-IA07"
"31",2958.9994,12.786301369863,"NAP",0.2,1.022,"EPA","NEWS04-0305"
"32",5047.4179,12.7095890410959,"NAP",0.1,1.022,"EPA","NEWS04-1105"
"33",226.9385,12.7013698630137,"NAP",1,1.022,"EPA","NEWS04-1106"
"34",950.7935,12.7150684931507,"NAP",0.5,1.022,"EPA","NEWS04-1202"
"35",3486.1536,12.7205479452055,"NAP",0.133,1.022,"EPA","NEWS04-1302"
"36",2149.4808,12.7260273972603,"NAP",0.233,1.022,"EPA","NEWS04-1410"
"37",1342.5557,12.6356164383562,"NAP",0.4,1.022,"EPA","NEWS04-1801"
"38",928.6299,12.6986301369863,"NAP",0.533,1.022,"EPA","NEWS04-1801"
"39",1908.7364,12.7068493150685,"NAP",0.267,1.022,"EPA","NEWS04-1903"
"40",1971.0172,12.7232876712329,"NAP",0.267,1.022,"EPA","NEWS04-2101"
"41",4763.7452,12.6164383561644,"NAP",0.1,1.022,"EPA","NEWS04-2502"
"42",5438.6907,12.6246575342466,"NAP",0.1,1.022,"EPA","NEWS04-2805"
"43",1316.6798,12.5561643835616,"NAP",0.367,1.022,"EPA","NEWS04-2907"
"44",3455.8526,12.558904109589,"NAP",0.167,1.022,"EPA","NEWS04-3206"
"45",816.7815,12.6082191780822,"NAP",0.6,1.022,"EPA","NEWS04-3406"
"46",731.8028,12.5287671232877,"NAP",0.667,1.022,"EPA","NEWS04-3504"
"47",5565.8542,12.5479452054795,"NAP",0.1,1.022,"EPA","NEWS04-3802"
"48",2032.1037,12.5205479452055,"NAP",0.35,0.929,"EPA","NEWS04-3901"
"49",1501.0543,12.5260273972603,"NAP",0.333,1.022,"EPA","NEWS04-4003"
"50",1181.4994,12.5342465753425,"NAP",0.433,1.022,"EPA","NEWS04-4104"
"51",894.0587,12.5232876712329,"NAP",0.5,1.022,"EPA","NEWS04-CT03"
"52",1721.5995,12.5178082191781,"NAP",0.3,1.022,"EPA","NEWS04-CT05"
"53",3486.1533,12.7972602739726,"NAP",0.133,1.022,"EPA","NEWS04-ME05"
"54",1418.8044,12.7041095890411,"NAP",0.333,1.022,"EPA","NEWS04-NH01"
"55",2149.4805,12.613698630137,"NAP",0.233,1.022,"EPA","NEWS04-NH03"
"56",3095.9447,12.5369863013699,"NAP",0.2,1.022,"EPA","NEWS04-RI01"
"57",1936.7993,12.5534246575342,"NAP",0.3,1.022,"EPA","NEWS04-ST03"
"58",4118.6629,12.5506849315068,"NAP",0.133,1.022,"EPA","NEWS04-ST04"
"59",1627.3657,12.641095890411,"NAP",0.333,1.022,"EPA","NEWS04-VT01"
"60",1158.3175,12.5452054794521,"SAP",0.467,1.022,"EPA","NRS_AL-10005"
"61",1057.776,12.558904109589,"SAP",0.467,1.022,"EPA","NRS_AL-10005"
"62",1957.4034,17.4383561643836,"SAP",0.270855904658722,1.022,"EPA","NRS_AL-10005"
"63",228.8951,12.5369863013699,"SAP",1,1.022,"EPA","NRS_AL-10006"
"64",257.262,12.5561643835616,"SAP",1,1.022,"EPA","NRS_AL-10006"
"65",559.2112,17.4821917808219,"SAP",0.916590284142988,1.022,"EPA","NRS_AL-10006"
"66",969.0054,12.5397260273973,"SAP",0.533,1.022,"EPA","NRS_AL-10010"
"67",928.8378,17.4986301369863,"SAP",0.58343057176196,1.022,"EPA","NRS_AL-10010"
"68",171.182,12.7479452054795,"SAP",1,1.022,"EPA","NRS_AL-10019"
"69",1509.8245,17.4849315068493,"SAP",0.666666666666667,1.022,"EPA","NRS_AL-10019"
"70",504.7424,17.5232876712329,"SAP",1,1.022,"EPA","NRS_AL-10019"
"71",1074.0443,12.7506849315069,"SAP",0.5,1.022,"EPA","NRS_AL-10020"
"72",835.7587,17.5041095890411,"SAP",0.625,1.022,"EPA","NRS_AL-10020"
"73",408.8801,12.5671232876712,"SAP",1,1.022,"EPA","NRS_AL-10023"
"74",762.8652,17.5479452054795,"SAP",0.687285223367698,1.022,"EPA","NRS_AL-10023"
"75",294.433,12.8109589041096,"CPL",1,1.022,"EPA","NRS_AL-10024"
"76",1005.5713,17.6164383561644,"CPL",0.5,1.022,"EPA","NRS_AL-10024"
"77",274.8696,12.7671232876712,"SAP",1,1.022,"EPA","NRS_AL-10026"
"78",439.2038,17.4876712328767,"SAP",1,1.022,"EPA","NRS_AL-10026"
"79",772.8656,12.813698630137,"SAP",0.667,1.022,"EPA","NRS_AL-10029"
"80",2256.0547,17.4547945205479,"SAP",0.458295142071494,1.022,"EPA","NRS_AL-10029"
"81",567.2543,17.5205479452055,"SAP",0.958772770853308,1.022,"EPA","NRS_AL-10029"
"82",1260.6798,17.5397260273973,"SAP",0.416666666666667,1.022,"EPA","NRS_AL-10032"
"83",1482.0929,21.4794520547945,"SAP",0.333300003333,1.022,"EPA","NRS_AL-10032"
"84",1066.2187,21.5671232876712,"SAP",0.5,1.022,"EPA","NRS_AL-10032"
"85",1409.6568,27.6767123287671,"CPL",0.996115150911445,0.372,"EPA","NRS_AL-10034"
"86",270.9564,17.4904109589041,"SAP",1,1.022,"EPA","NRS_AL-10037"
"87",145.7492,21.4684931506849,"SAP",1,1.022,"EPA","NRS_AL-10037"
"88",126.1856,17.4575342465753,"CPL",1,1.022,"EPA","NRS_AL-10038"
"89",284.6513,21.4876712328767,"CPL",1,1.022,"EPA","NRS_AL-10038"
"90",124.2293,27.427397260274,"CPL",1,1.022,"EPA","NRS_AL-10038"
"91",87.425,27.6109589041096,"CPL",1,0.743,"EPA","NRS_AL-10038"
"92",105.644,26.5205479452055,"SAP",1,1.022,"EPA","NRS_AL-10039"
"93",136.652,17.6246575342466,"CPL",1,0.929,"EPA","NRS_AL-10046"
"94",571.8166,21.7205479452055,"CPL",1,0.651,"EPA","NRS_AL-10046"
"95",59.9483,26.6,"CPL",1,0.651,"EPA","NRS_AL-10046"
"96",92.9276,17.6109589041096,"CPL",1,1.022,"EPA","NRS_AL-10049"
"97",611.6037,21.7260273972603,"CPL",0.8124796880078,1.022,"EPA","NRS_AL-10049"
"98",684.5554,17.4438356164384,"CPL",0.750187546886722,1.022,"EPA","NRS_AL-10051"
"99",2051.0016,21.4958904109589,"CPL",0.260403104005,1.022,"EPA","NRS_AL-10051"
"100",475.3964,27.6931506849315,"CPL",1,1.022,"EPA","NRS_AL-10051"
"101",147.7058,17.4958904109589,"SAP",1,1.022,"EPA","NRS_AL-10052"
"102",287.5857,21.572602739726,"SAP",1,1.022,"EPA","NRS_AL-10052"
"103",505.7199,17.5643835616438,"CPL",1,1.022,"EPA","NRS_AL-10053"
"104",128.1421,17.5452054794521,"CPL",1,1.022,"EPA","NRS_AL-10055"
"105",184.8769,17.5616438356164,"SAP",1,1.022,"EPA","NRS_AL-10057"
"106",531.471,17.6191780821918,"CPL",0.947867298578199,1.022,"EPA","NRS_AL-10058"
"107",1023.1788,17.6246575342466,"CPL",0.5,1.022,"EPA","NRS_AL-10061"
"108",333.5608,22.4849315068493,"CPL",1,1.022,"EPA","NRS_AL-10067"
"109",30.3238,26.5315068493151,"CPL",1,1.022,"EPA","NRS_AL-10067"
"110",55.7565,26.6082191780822,"CPL",1,1.022,"EPA","NRS_AL-10067"
"111",267.0441,22.386301369863,"CPL",1,1.022,"EPA","NRS_AL-10069"
"112",1045.465,27.5205479452055,"CPL",0.468757324333193,1.022,"EPA","NRS_AL-10069"
"113",679.6404,22.3917808219178,"SAP",0.833333333333333,1.022,"EPA","NRS_AL-10072"
"114",297.3677,21.4657534246575,"SAP",1,1.022,"EPA","NRS_AL-10083"
"115",2351.5793,21.4712328767123,"SAP",0.218799229826711,1.022,"EPA","NRS_AL-10084"
"116",1052.703,21.5616438356164,"SAP",0.604193100114797,0.836,"EPA","NRS_AL-10085"
"117",1058.9056,21.7178082191781,"CPL",0.489596083231334,1.022,"EPA","NRS_AL-10086"
"118",989.8145,21.5643835616438,"SAP",0.52080620801,1.022,"EPA","NRS_AL-10087"
"119",880.423,21.7150684931507,"SAP",0.583294447036864,1.022,"EPA","NRS_AL-10088"
"120",278.7821,21.4986301369863,"CPL",1,1.022,"EPA","NRS_AL-10089"
"121",19.5637,21.5917808219178,"CPL",1,1.022,"EPA","NRS_AL-10090"
"122",9.7818,26.6054794520548,"CPL",1,1.022,"EPA","NRS_AL-10091"
"123",489.0916,26.7232876712329,"CPL",1,1.022,"EPA","NRS_AL-10092"
"124",444.0946,26.5972602739726,"CPL",1,1.022,"EPA","NRS_AL-10094"
"125",384.4263,26.7013698630137,"SAP",1,1.022,"EPA","NRS_AL-10095"
"126",177.0511,27.5260273972603,"CPL",1,1.022,"EPA","NRS_AL-10101"
"127",49.8873,27.5616438356164,"SAP",1,1.022,"EPA","NRS_AL-10102"
"128",235.7421,27.5178082191781,"SAP",1,1.022,"EPA","NRS_AL-10103"
"129",242.5895,27.558904109589,"SAP",1,1.022,"EPA","NRS_AL-10105"
"130",3010.8444,27.7068493150685,"CPL",0.166666666666667,1.022,"EPA","NRS_AL-10106"
"131",284.6512,26.7150684931507,"SAP",1,1.022,"EPA","NRS_AL-10109"
"132",510.6113,12.4958904109589,"SAP",1,1.022,"EPA","NRS_AR-10016"
"133",451.9207,16.7424657534247,"SAP",1,1.022,"EPA","NRS_AR-10016"
"134",688.5976,12.4794520547945,"SAP",0.733,1.022,"EPA","NRS_AR-10017"
"135",726.8695,17.5287671232877,"SAP",0.729394602479942,1.022,"EPA","NRS_AR-10017"
"136",106.524,12.4821917808219,"SAP",1,0.929,"EPA","NRS_AR-10019"
"137",264.1093,12.4821917808219,"CPL",1,1.022,"EPA","NRS_AR-10025"
"138",160.4217,17.4767123287671,"CPL",1,1.022,"EPA","NRS_AR-10025"
"139",629.9496,17.5506849315069,"CPL",1,1.022,"EPA","NRS_AR-10025"
"140",264.1094,12.4767123287671,"CPL",1,1.022,"EPA","NRS_AR-10026"
"141",44.116,16.7232876712329,"CPL",1,0.929,"EPA","NRS_AR-10026"
"142",104.6654,12.5534246575342,"SAP",1,1.022,"EPA","NRS_AR-10040"
"143",506.6985,16.6849315068493,"SAP",1,1.022,"EPA","NRS_AR-10040"
"144",462.68,12.8246575342466,"CPL",1,0.743,"EPA","NRS_AR-10052"
"145",501.685,17.5178082191781,"CPL",1,0.743,"EPA","NRS_AR-10052"
"146",762.4295,17.572602739726,"CPL",0.969932104752667,1.022,"EPA","NRS_AR-10052"
"147",881.5717,12.8630136986301,"CPL",0.567,1.022,"EPA","NRS_AR-10055"
"148",72.3857,16.7041095890411,"CPL",1,1.022,"EPA","NRS_AR-10055"
"149",236.72,17.441095890411,"CPL",1,0.093,"EPA","NRS_AR-10060"
"150",1207.9907,21.5205479452055,"SAP",0.440509228668341,1.022,"EPA","NRS_AR-10063"
"151",592.7773,26.5616438356164,"SAP",0.833333333333333,1.022,"EPA","NRS_AR-10063"
"152",102.7091,17.4191780821918,"SAP",1,1.022,"EPA","NRS_AR-10067"
"153",303.237,21.5808219178082,"SAP",1,1.022,"EPA","NRS_AR-10067"
"154",569.302,21.6191780821918,"SAP",1,1.022,"EPA","NRS_AR-10067"
"155",67.4947,26.613698630137,"SAP",1,1.022,"EPA","NRS_AR-10067"
"156",384.4256,26.6904109589041,"SAP",1,1.022,"EPA","NRS_AR-10067"
"157",413.7715,17.4821917808219,"SAP",1,1.022,"EPA","NRS_AR-10072"
"158",267.0439,21.6602739726027,"SAP",1,1.022,"EPA","NRS_AR-10072"
"159",1543.7247,21.7287671232877,"SAP",0.333300003333,1.022,"EPA","NRS_AR-10072"
"160",1352.9578,17.4958904109589,"CPL",0.385356454720617,1.022,"EPA","NRS_AR-10074"
"161",1363.3073,21.4794520547945,"CPL",0.38099592334362,1.022,"EPA","NRS_AR-10074"
"162",943.0583,17.6547945205479,"SAP",0.750187546886722,0.743,"EPA","NRS_AR-10078"
"163",92.9275,16.6575342465753,"SAP",1,1.022,"EPA","NRS_AR-10082"
"164",2148.6044,17.4027397260274,"SAP",0.244021473889702,1.022,"EPA","NRS_AR-10091"
"165",961.7812,17.4520547945205,"SAP",0.562429696287964,1.022,"EPA","NRS_AR-10109"
"166",820.1082,21.641095890411,"SAP",0.625,1.022,"EPA","NRS_AR-10109"
"167",397.142,26.5369863013699,"SAP",1,1.022,"EPA","NRS_AR-10109"
"168",58.6912,17.558904109589,"SAP",1,1.022,"EPA","NRS_AR-10110"
"169",160.4221,21.6383561643836,"SAP",1,1.022,"EPA","NRS_AR-10110"
"170",1979.8401,17.4191780821918,"SAP",0.25,1.022,"EPA","NRS_AR-10112"
"171",836.3457,17.6493150684932,"SAP",0.666666666666667,1.022,"EPA","NRS_AR-10116"
"172",1979.84,17.4794520547945,"CPL",0.25,1.022,"EPA","NRS_AR-10117"
"173",87.0585,17.4575342465753,"CPL",1,1.022,"EPA","NRS_AR-10121"
"174",77.2766,17.4383561643836,"CPL",1,1.022,"EPA","NRS_AR-10123"
"175",205.4184,17.4602739726027,"CPL",1,1.022,"EPA","NRS_AR-10124"
"176",860.0971,17.413698630137,"SAP",0.58343057176196,1.022,"EPA","NRS_AR-10125"
"177",3389.4,17.4164383561644,"SAP",0.166666666666667,0.929,"EPA","NRS_AR-10127"
"178",74.3418,17.3808219178082,"SAP",1,1.022,"EPA","NRS_AR-10128"
"179",403.9901,17.3808219178082,"SAP",1,1.022,"EPA","NRS_AR-10129"
"180",3422.6052,17.4931506849315,"CPL",0.279798545047566,0.558,"EPA","NRS_AR-10133"
"181",455.8329,17.3835616438356,"SAP",1,1.022,"EPA","NRS_AR-10134"
"182",1096.0735,17.5698630136986,"SAP",0.541711809317443,1.022,"EPA","NRS_AR-10135"
"183",2018.9671,17.5315068493151,"CPL",0.25,1.022,"EPA","NRS_AR-10137"
"184",348.2328,17.4054794520548,"SAP",1,1.022,"EPA","NRS_AR-10138"
"185",6732.8568,17.5561643835616,"CPL",0.0736593989393046,1.022,"EPA","NRS_AR-10140"
"186",260.1966,17.4164383561644,"SAP",1,1.022,"EPA","NRS_AR-10141"
"187",1400.9309,17.3835616438356,"SAP",0.374953130858643,1.022,"EPA","NRS_AR-10142"
"188",525.2837,17.4027397260274,"SAP",1,1.022,"EPA","NRS_AR-10143"
"189",318.8876,17.4356164383562,"CPL",1,1.022,"EPA","NRS_AR-10144"
"190",4049.2027,17.4547945205479,"SAP",0.130208333333333,1.022,"EPA","NRS_AR-10145"
"191",21.5201,17.4739726027397,"CPL",1,1.022,"EPA","NRS_AR-10146"
"192",114.325,17.6082191780822,"SAP",1,0.743,"EPA","NRS_AR-10151"
"193",1015.0453,17.5917808219178,"SAP",0.604229607250755,1.022,"EPA","NRS_AR-10157"
"194",1750.4368,17.627397260274,"CPL",0.357142857142857,0.929,"EPA","NRS_AR-10167"
"195",7997.8954,17.5945205479452,"SAP",0.0729181857955374,0.929,"EPA","NRS_AR-10172"
"196",774.5254,17.558904109589,"SAP",0.750187546886722,1.022,"EPA","NRS_AR-10179"
"197",387.3603,17.5890410958904,"SAP",1,0.836,"EPA","NRS_AR-10187"
"198",241.024,17.6986301369863,"CPL",1,0.929,"EPA","NRS_AR-10195"
"199",103.6874,17.7452054794521,"SAP",1,1.022,"EPA","NRS_AR-10197"
"200",588.8661,17.7561643835616,"CPL",1,1.022,"EPA","NRS_AR-10200"
"201",63.0228,17.7643835616438,"SAP",1,0.651,"EPA","NRS_AR-10202"
"202",87.0585,26.6027397260274,"CPL",1,1.022,"EPA","NRS_AR-10203"
"203",1157.0195,26.7150684931507,"CPL",0.440470422411135,1.022,"EPA","NRS_AR-10203"
"204",631.5139,21.6164383561644,"CPL",0.833333333333333,1.022,"EPA","NRS_AR-10204"
"205",792.9234,21.4849315068493,"SAP",0.656297171359191,1.022,"EPA","NRS_AR-10205"
"206",339.4294,26.6054794520548,"SAP",1,1.022,"EPA","NRS_AR-10205"
"207",1820.8972,21.6575342465753,"SAP",0.291698267312292,1.022,"EPA","NRS_AR-10206"
"208",2366.4176,26.5753424657534,"SAP",0.208333333333333,1.022,"EPA","NRS_AR-10206"
"209",3321.2407,21.4876712328767,"SAP",0.166700006668,1.022,"EPA","NRS_AR-10212"
"210",2118.6171,21.7342465753425,"CPL",0.260403104005,1.022,"EPA","NRS_AR-10214"
"211",1596.552,21.5260273972603,"SAP",0.333300003333,1.022,"EPA","NRS_AR-10217"
"212",551.6948,26.558904109589,"CPL",1,1.022,"EPA","NRS_AR-10222"
"213",2033.4095,26.5397260273973,"SAP",0.27083389757062,1.022,"EPA","NRS_AR-10226"
"214",124.2294,26.5452054794521,"CPL",1,1.022,"EPA","NRS_AR-10229"
"215",393.2293,26.5287671232877,"CPL",1,1.022,"EPA","NRS_AR-10230"
"216",900.4941,26.5260273972603,"SAP",0.583328472262731,1.022,"EPA","NRS_AR-10238"
"217",1735.0185,26.5452054794521,"SAP",0.31380424890953,0.929,"EPA","NRS_AR-10239"
"218",198.4627,26.5698630136986,"SAP",1,0.836,"EPA","NRS_AR-10240"
"219",3155.2242,26.5561643835616,"SAP",0.15625,1.022,"EPA","NRS_AR-10241"
"220",3358.4238,8.42739726027397,"XER",0.15,1.022,"EPA","NRS_AZ-10012"
"221",11785.1349,17.4054794520548,"XER",0.0833333333333333,1.022,"EPA","NRS_AZ-10012"
"222",1592.1793,8.43013698630137,"WMT",0.325,1.022,"EPA","NRS_AZ-10041"
"223",70.4292,17.4109589041096,"WMT",1,1.022,"EPA","NRS_AZ-10041"
"224",2421.9501,17.427397260274,"XER",0.19790223629527,1.022,"EPA","NRS_AZ-10059"
"225",2329.2277,10.7068493150685,"XER",0.2083,1.022,"EPA","NRS_AZ-10081"
"226",1987.6654,17.7917808219178,"XER",0.25,1.022,"EPA","NRS_AZ-10081"
"227",900.5381,9.41095890410959,"WMT",0.5833,1.022,"EPA","NRS_AZ-10174"
"228",2085.4836,17.4109589041096,"WMT",0.25,1.022,"EPA","NRS_AZ-10174"
"229",374.6437,11.441095890411,"WMT",1,1.022,"EPA","NRS_AZ-10311"
"230",3561.3962,17.4767123287671,"WMT",0.140627197299958,1.022,"EPA","NRS_AZ-10311"
"231",3196.2521,17.4,"XER",0.15852885225111,1.022,"EPA","NRS_AZ-10432"
"232",10089.0963,21.3452054794521,"XER",0.0573000229200092,1.022,"EPA","NRS_AZ-10432"
"233",5087.6364,21.3835616438356,"XER",0.109399614913355,1.022,"EPA","NRS_AZ-10432"
"234",8545.3962,27.3150684931507,"XER",0.0625,1.022,"EPA","NRS_AZ-10432"
"235",3411.138,17.3780821917808,"XER",0.161446561188247,1.022,"EPA","NRS_AZ-10435"
"236",2148.087,22.3479452054795,"XER",0.25,1.022,"EPA","NRS_AZ-10435"
"237",766.895,17.4602739726027,"XER",0.625,1.022,"EPA","NRS_AZ-10437"
"238",607.1082,17.4219178082192,"WMT",0.874890638670166,1.022,"EPA","NRS_AZ-10441"
"239",8748.8577,17.3041095890411,"WMT",0.0625,1.022,"EPA","NRS_AZ-10457"
"240",326.713,17.4246575342466,"WMT",1,1.022,"EPA","NRS_AZ-10461"
"241",529.1965,17.5287671232877,"XER",1,1.022,"EPA","NRS_AZ-10463"
"242",2863.3245,17.4904109589041,"XER",0.179694519317161,1.022,"EPA","NRS_AZ-10513"
"243",2963.8913,17.3452054794521,"XER",0.166666666666667,1.022,"EPA","NRS_AZ-10520"
"244",657.4606,17.3397260273973,"XER",0.812347684809098,1.022,"EPA","NRS_AZ-10547"
"245",522.3494,21.5232876712329,"WMT",1,1.022,"EPA","NRS_AZ-10584"
"246",122.2731,27.3616438356164,"WMT",1,1.022,"EPA","NRS_AZ-10584"
"247",1479.0104,17.4027397260274,"XER",0.333333333333333,1.022,"EPA","NRS_AZ-10607"
"248",3642.1145,17.4630136986301,"WMT",0.145836371591075,1.022,"EPA","NRS_AZ-10612"
"249",2140.2618,22.3671232876712,"XER",0.25,1.022,"EPA","NRS_AZ-10619"
"250",164.3347,22.4602739726027,"XER",1,1.022,"EPA","NRS_AZ-10619"
"251",287.5857,27.3232876712329,"XER",1,1.022,"EPA","NRS_AZ-10619"
"252",7452.8121,22.3452054794521,"XER",0.0714000114240018,1.022,"EPA","NRS_AZ-10625"
"253",816.2228,22.4246575342466,"XER",1,0.651,"EPA","NRS_AZ-10625"
"254",2994.4383,21.3506849315068,"WMT",0.161699788173277,1.022,"EPA","NRS_AZ-10626"
"255",2993.2367,27.3150684931507,"WMT",0.166666666666667,1.022,"EPA","NRS_AZ-10626"
"256",567.7253,22.3671232876712,"XER",0.906289650172195,1.022,"EPA","NRS_AZ-10634"
"257",404.9674,22.4630136986301,"XER",1,1.022,"EPA","NRS_AZ-10643"
"258",745.3247,22.7342465753425,"WMT",0.666711114074272,1.022,"EPA","NRS_AZ-10654"
"259",3348.0952,21.558904109589,"XER",0.181399314310592,0.836,"EPA","NRS_AZ-10657"
"260",117.3823,27.3643835616438,"XER",1,1.022,"EPA","NRS_AZ-10657"
"261",65.7563,22.5534246575342,"XER",1,0.836,"EPA","NRS_AZ-10662"
"262",1780.8652,27.3369863013699,"XER",0.291664236131366,1.022,"EPA","NRS_AZ-10662"
"263",4597.4507,22.3506849315068,"WMT",0.11000011000011,1.022,"EPA","NRS_AZ-10665"
"264",1933.2136,27.3424657534247,"WMT",0.25,1.115,"EPA","NRS_AZ-10665"
"265",2238.0796,21.5205479452055,"WMT",0.25,1.022,"EPA","NRS_AZ-10670"
"266",331.6039,27.3643835616438,"WMT",1,1.022,"EPA","NRS_AZ-10670"
"267",8780.1599,22.3643835616438,"WMT",0.0625,1.022,"EPA","NRS_AZ-10675"
"268",468.5498,27.3671232876712,"WMT",1,1.022,"EPA","NRS_AZ-10675"
"269",4797.019,21.3479452054795,"WMT",0.10420031468495,1.022,"EPA","NRS_AZ-10679"
"270",1867.6107,22.427397260274,"XER",0.273403324584427,1.022,"EPA","NRS_AZ-10680"
"271",9137.9153,22.3698630136986,"XER",0.0714000114240018,1.022,"EPA","NRS_AZ-10685"
"272",459.0939,22.6739726027397,"XER",1,0.279,"EPA","NRS_AZ-10689"
"273",353.1237,27.3260273972603,"WMT",1,1.022,"EPA","NRS_AZ-10690"
"274",926.8929,27.3178082191781,"WMT",0.562492968837889,1.022,"EPA","NRS_AZ-10695"
"275",130.0988,27.3561643835616,"WMT",1,1.022,"EPA","NRS_AZ-10698"
"276",134.0111,27.3616438356164,"XER",1,1.022,"EPA","NRS_AZ-10721"
"277",1764.2191,27.3561643835616,"WMT",0.328127050794067,0.929,"EPA","NRS_AZ-10729"
"278",1113.171,27.3479452054795,"XER",0.5,1.022,"EPA","NRS_AZ-10730"
"279",216.1783,27.3342465753425,"XER",1,1.022,"EPA","NRS_AZ-10731"
"280",8959.1361,17.613698630137,"WMT",0.140627197299958,1.022,"EPA","NRS_CA-10003"
"281",2181.9204,8.62739726027397,"WMT",0.2125,1.022,"EPA","NRS_CA-10087"
"282",7135.838,17.4767123287671,"WMT",0.157505118916365,1.022,"EPA","NRS_CA-10087"
"283",3466.6768,9.64109589041096,"XER",0.125,1.022,"EPA","NRS_CA-10124"
"284",15744.8141,16.5780821917808,"XER",0.0625,1.022,"EPA","NRS_CA-10124"
"285",9067.7451,16.7123287671233,"XER",0.2,1.022,"EPA","NRS_CA-10124"
"286",1936.7994,9.37260273972603,"WMT",0.15,1.022,"EPA","NRS_CA-10150"
"287",15369.1929,16.4246575342466,"WMT",0.0625,1.022,"EPA","NRS_CA-10150"
"288",5257.7272,16.5616438356164,"XER",0.2,1.022,"EPA","NRS_CA-10165"
"289",7715.8976,9.77534246575343,"XER",0.0625,1.022,"EPA","NRS_CA-10207"
"290",2712.8138,17.5123287671233,"XER",0.458295142071494,1.022,"EPA","NRS_CA-10207"
"291",5220.6956,9.73698630136986,"WMT",0.0875,1.022,"EPA","NRS_CA-10285"
"292",18202.0074,16.6767123287671,"WMT",0.0625,1.022,"EPA","NRS_CA-10285"
"293",3810.9972,9.5041095890411,"XER",0.125,1.022,"EPA","NRS_CA-10300"
"294",3509.4157,9.35068493150685,"XER",0.1625,0.836,"EPA","NRS_CA-10304"
"295",15294.851,16.427397260274,"XER",0.0833333333333333,1.022,"EPA","NRS_CA-10304"
"296",28558.9967,16.4821917808219,"XER",0.0833333333333333,1.022,"EPA","NRS_CA-10304"
"297",4849.1961,9.48767123287671,"WMT",0.0938,1.022,"EPA","NRS_CA-10333"
"298",20909.6144,16.558904109589,"WMT",0.0625,1.022,"EPA","NRS_CA-10333"
"299",1586.1503,10.4849315068493,"WMT",0.2917,1.022,"EPA","NRS_CA-10359"
"300",4786.626,10.5835616438356,"WMT",0.0938,1.022,"EPA","NRS_CA-10359"
"301",599.5496,11.5342465753425,"WMT",0.8125,1.022,"EPA","NRS_CA-10359"
"302",4022.2842,11.6931506849315,"WMT",0.125,1.022,"EPA","NRS_CA-10359"
"303",4959.3814,10.6027397260274,"XER",0.1,1.022,"EPA","NRS_CA-10416"
"304",15993.664,17.4191780821918,"XER",0.0625,0.929,"EPA","NRS_CA-10416"
"305",2391.6544,10.6356164383562,"WMT",0.2,1.022,"EPA","NRS_CA-10458"
